pitches,player_id,player_name,total_pitches,pitch_percent,ba,iso,babip,slg,hits,abs,exit_velocity,launch_angle,spin_rate,velocity,effective_speed
108,456499,Scott Patterson,108,100,0.125,0.125,0.222,0.25,2,16,,,,85.72,
107,488782,Anthony Claggett,107,100,0.542,0.5,0.556,1.042,13,24,,,,88.22,
107,594762,Brett Bochy,107,100,0.095,0.143,0.071,0.238,2,21,11.5,4,2211,86.88,87.54
106,407400,Rick Bauer,106,100,0.4,0.36,0.429,0.76,10,25,,,,89.11,
105,572208,Ashur Tolliver,105,100,0.263,0.158,0.308,0.421,5,19,86.2,18.1,1846,90.45,89.3
102,453332,Josh Butler,102,100,0.368,0.105,0.412,0.474,7,19,,,,87.02,
101,457458,Ty Taubenheim,101,100,0.304,0.087,0.35,0.391,7,23,,,,88.78,
100,553872,Yhonathan Barrios,100,100,0.136,0.045,0.2,0.182,3,22,15.1,1.8,1815,93.46,92.26
100,114354,Chad Fox,100,100,0.308,0.538,0.273,0.846,4,13,,,,87.84,
100,600917,Jose Leclerc,100,100,0.188,0.188,0.273,0.375,3,16,86,7.3,2352,90.83,90.07
99,506429,Kazuo Fukumori,99,100,0.5,0.364,0.474,0.864,11,22,,,,87.84,
99,434587,Devon Lowery,99,100,0.316,0.316,0.364,0.632,6,19,,,,88.32,
98,110859,Armando Benitez,98,100,0.167,0.417,0.083,0.583,4,24,,,,88.92,
98,595345,Steven Okert,98,100,0.333,0.167,0.412,0.5,8,24,90.9,21.2,1919,88.36,88.65
98,571035,William Cuevas,98,100,0.294,0.118,0.357,0.412,5,17,72.8,18.6,2253,86.33,86.47
97,502033,Charles Brewer,97,100,0.32,0.08,0.4,0.4,8,25,,,,87.47,
96,468962,Devern Hansack,96,100,0.25,0.083,0.3,0.333,6,24,,,,88.42,
96,612272,Raudel Lazo,96,100,0.238,0.286,0.25,0.524,5,21,19.1,9.3,2065,85.74,83.05
95,592779,Brock Stewart,95,100,0.381,0.19,0.538,0.571,8,21,81.3,8.3,2267,89.11,89.41
95,492821,Henry Villar,95,100,0.227,0,0.25,0.227,5,22,,,,87.79,
94,474226,Mason Tobin,94,100,0.278,0.222,0.235,0.5,5,18,,,,89.12,
94,572810,Ryan Dennick,94,100,0.35,0.35,0.313,0.7,7,20,,,,86.12,
93,489567,Alan Johnson,93,100,0.375,0.063,0.462,0.438,6,16,,,,84.13,
92,534631,Elih Villanueva,92,100,0.357,0.5,0.364,0.857,5,14,,,,85.87,
92,282562,Adam Pettyjohn,92,100,0.478,0.348,0.45,0.826,11,23,,,,80.12,
92,572044,Brooks Pounders,92,100,0.444,0.333,0.545,0.778,8,18,91.1,18.9,2183,88.63,89.08
92,113898,Kelvim Escobar,92,100,0.235,0,0.308,0.235,4,17,,,,89.42,
91,502168,Rudy Owens,91,100,0.36,0.2,0.333,0.56,9,25,,,,83.78,
90,606291,Mauricio Cabrera,90,100,0.318,0,0.333,0.318,7,22,89.2,17.4,2029,96.01,95.4
90,545346,Zach Lee,90,100,0.478,0.261,0.526,0.739,11,23,19.1,1.8,2274,85.72,85.55
90,456421,Stuart Pomeranz,90,100,0.28,0.12,0.286,0.4,7,25,,,,90.8,
89,430666,Phil Stockman,89,100,0.059,0.118,0.1,0.176,1,17,,,,87.56,
88,502162,Angel Castro,88,100,0.444,0.167,0.538,0.611,8,18,15,3.1,1946,91.85,91.82
87,598271,Brian Johnson,87,100,0.214,0,0.25,0.214,3,14,14.6,1.5,2262,80.12,79.55
87,607192,Tyler Glasnow,87,100,0.167,0.333,0.167,0.5,3,18,87.9,8,2263,89.16,91.09
87,572017,Red Patterson,87,100,0.133,0,0.133,0.133,2,15,,,,83.49,
87,448241,Justin James,87,100,0.389,0,0.538,0.389,7,18,,,,92.45,
87,463037,Atahualpa Severino,87,100,0.278,0.222,0.4,0.5,5,18,,,,90.59,
87,435401,Skip Schumaker,87,100,0.25,0.25,0.25,0.5,4,16,,,,85.03,
86,572021,James Pazos,86,100,0.176,0,0.214,0.176,3,17,18.7,4,1992,91.9,91.22
86,500872,Gregory Infante,86,100,0.133,0,0.2,0.133,2,15,,,,91.48,
85,455090,Jack Egbert,85,100,0.471,0.294,0.412,0.765,8,17,,,,84.33,
85,451783,Dustin Molleken,85,100,0.316,0.105,0.4,0.421,6,19,84.2,5.9,2186,91.52,91.41
85,592716,Adrian Sampson,85,100,0.4,0.3,0.375,0.7,8,20,87.6,9.1,1888,89.87,89.04
84,543551,D.J. Mitchell,84,100,0.333,0.19,0.333,0.524,7,21,,,,86.22,
84,468402,Charlie Zink,84,100,0.458,0.167,0.478,0.625,11,24,,,,72.23,
82,643230,Steven Brault,82,100,0.25,0,0.364,0.25,4,16,92.9,24.1,1730,88.23,88.98
81,467761,Fernando Hernandez,81,100,0.308,0.077,0.364,0.385,4,13,,,,85.18,
81,460128,Kevin Whelan,81,100,0.25,0.5,0.125,0.75,3,12,,,,89.4,
81,521655,Wilmer Font,81,100,0.091,0,0.1,0.091,1,11,,,,92.17,
80,500891,Edgar Ibarra,80,100,0.25,0.063,0.308,0.313,4,16,21.8,4.2,1934,87.8,86.49
78,506432,Kei Igawa,78,100,0.565,0.174,0.542,0.739,13,23,,,,84.43,
78,457812,Jeff Marquez,78,100,0.304,0.217,0.3,0.522,7,23,,,,85.89,
76,571441,Steve Ames,76,100,0.375,0.063,0.5,0.438,6,16,,,,84.39,
75,451774,Matt DeSalvo,75,100,0.688,0,0.786,0.688,11,16,,,,86.18,
75,596049,Shawn Morimando,75,100,0.375,0.188,0.455,0.563,6,16,88.5,6.5,2075,85.53,84.58
73,543351,Jay Jackson,73,100,0.368,0.105,0.467,0.474,7,19,21.6,6.9,2208,92.09,91.19
72,607625,Seth Lugo,72,100,0.154,0,0.2,0.154,2,13,83,3.4,2494,87.62,87.48
70,346869,Josh Towers,70,100,0.273,0.136,0.286,0.409,6,22,,,,82.89,
70,430579,Elizardo Ramirez,70,100,0.5,0.25,0.5,0.75,8,16,,,,86.11,
69,538506,Toru Murata,69,100,0.267,0.467,0.182,0.733,4,15,17.3,11.3,2020,82.99,81.96
69,458669,Bryan Price,69,100,0.5,0.688,0.417,1.188,8,16,,,,91.32,
67,607087,Scott Snodgress,67,100,0.5,0.188,0.5,0.688,8,16,,,,86.03,
67,424668,Jon Adkins,67,100,0.333,0.25,0.375,0.583,4,12,,,,86.5,
67,408304,Jon Switzer,67,100,0.286,0.286,0.3,0.571,4,14,,,,86.19,
66,517059,Jose De Paula,66,100,0.182,0.273,0.125,0.455,2,11,16.1,8.7,1880,86.33,85.83
66,458595,Bobby Mosebach,66,100,0.364,0.182,0.444,0.545,4,11,,,,92.14,
66,605525,J.B. Wendelken,66,100,0.417,0.25,0.444,0.667,5,12,92.2,17.4,2115,88.38,87.41
65,571969,Conor Mullee,65,100,0,0,0,0,0,9,69.2,2.7,2056,89.43,89.71
64,457926,Paul Janish,64,100,0.6,0.533,0.7,1.133,9,15,,,,87.37,
64,501936,Matt Buschmann,64,100,0.143,0.214,0.1,0.357,2,14,85.5,8,2005,87.73,88.68
63,445995,Arturo Lopez,63,100,0.538,0.692,0.455,1.231,7,13,,,,88.15,
61,465593,Carlos Martinez,61,100,0.3,0.3,0.286,0.6,3,10,,,,88.75,
61,466339,Victor Garate,61,100,0.5,0.7,0.4,1.2,5,10,,,,84.62,
61,121215,Ricardo Rincon,61,100,0.267,0.267,0.273,0.533,4,15,,,,83.57,
61,595465,Daniel Winkler,61,100,0.143,0.429,0,0.571,2,14,22,7.4,1839,87.68,87.07
60,434623,Juan Morillo,60,100,0.308,0.385,0.273,0.692,4,13,,,,96.38,
59,643297,Cody Ege,59,100,0.571,0.429,0.538,1,8,14,93.6,22.6,2024,81.17,81.6
59,460077,Drew Butera,59,100,0.214,0.357,0.222,0.571,3,14,81,7.4,2057,85.02,84.53
58,446213,Brett Sinkbeil,58,100,0.25,0.125,0.286,0.375,2,8,,,,88.71,
58,643550,Layne Somsen,58,100,0.5,0.5,0.5,1,6,12,93.1,13.9,2255,86.2,85.59
58,595371,Chris Rearick,58,100,0.462,0.692,0.571,1.154,6,13,17.4,2.4,1902,85.77,85.92
57,425543,Josh Wilson,57,100,0.455,0.636,0.333,1.091,5,11,29.2,7.2,2326,85,82.8
56,571670,Dylan Floro,56,100,0.308,0.154,0.4,0.462,4,13,88.1,8.5,2180,90.78,91.06
56,489413,Casper Wells,56,100,0.375,0.125,0.429,0.5,3,8,,,,88.15,
55,543266,Bradin Hagens,55,100,0.4,0.1,0.5,0.5,4,10,,,,84.78,
55,476123,Justin Marks,55,100,0.4,0.2,0.5,0.6,4,10,,,,85.83,
55,457581,Andrew Brackman,55,100,0.1,0,0.1,0.1,1,10,,,,88.1,
55,446333,Eddie Kunz,55,100,0.455,0.364,0.444,0.818,5,11,,,,92.66,
55,489400,Ryan Verdugo,55,100,0.615,0.385,0.7,1,8,13,,,,85.9,
53,453304,John Gaub,53,100,0.2,0.1,0.286,0.3,2,10,,,,87.17,
52,452656,David Davidson,52,100,0.571,0.143,1,0.714,4,7,,,,88.03,
51,607068,Chris Reed,51,100,0.375,0,0.4,0.375,6,16,26.5,3,1980,89.12,86.72
50,451497,Brian Slocum,50,100,0.615,0.538,0.545,1.154,8,13,,,,85.67,
50,664641,Ariel Miranda,50,100,0.364,0.273,0.571,0.636,4,11,85.6,1.9,1924,87.39,86.22
