"","PitchNo","PAofGame","PAofInning","PitchofPA","Pitcher","PitcherThrows","BatterId","BatterSide","PitcherSet","Inning","InningTop","Outs","Balls","Strikes","TaggedPitchType","AutoPitchType","PitchCall","KorBB","HitType","PlayResult","OutsOnPlay","RunsScored","Notes","Release.Speed","VertRelAngle","HorzRelAngle","SpinRate","SpinAxis","Tilt","RelHeight","RelSide","Extension","VertBreak","InducedVertBreak","HorzBreak","PlateLocHeight","PlateLocSide","ZoneSpeed","VertApprAngle","HorzApprAngle","ZoneTime","ExitSpeed","Angle","Direction","HitSpinRate","PositionAt110X","PositionAt110Y","PositionAt110Z","Distance","LastTrackedDistance","Bearing","HangTime","pfxx","pfxz","x0","y0","z0","vx0","vy0","vz0","ax0","ay0","az0","PitchCount","K","BB","Hit","OutYorN"
"222",61,19,4,1,"Pitcher Z","Right",543706,"Right","Windup",3,0,1,0,0,"Slider","Cutter","BallCalled","","","",0,0,NA,89.72070102,-0.376212314,-2.471699537,2402.255633,198.8850865,"12:45",6.069936862,2.580313921,5.480727599,-20.8601213,14.36495329,4.925375509,3.979293697,0.676918187,81.73814055,-4.269199927,-1.551508067,0.427166788,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3.322537274,7.745505436,-2.366928777,50,6.022939263,5.456009865,-130.3917007,-1.587508055,-5.707240312,27.99599107,-18.8693187,27,0,0,0,0
"223",62,19,4,2,"Pitcher Z","Right",543706,"Right","Windup",3,0,1,1,0,"Slider","Cutter","FoulBall","","","",0,0,NA,88.10482747,-1.520661437,-2.331990957,2380.961913,206.6890659,"1:00",6.168447501,2.571605497,5.525069888,-24.65166194,12.11524057,6.107812809,2.691146118,0.899486904,79.82474186,-6.132268377,-1.184763552,0.436415373,66.68102548,78.26671411,175.6397555,5337.230982,NA,NA,NA,103.9583171,27.23116896,-176.1871737,4.812433472,-3.981909558,6.937256019,-2.372987919,50,6.020081184,5.00330199,-127.9423732,-4.234532372,-6.528651229,29.06964785,-20.79987635,28,0,0,0,0
"224",63,19,4,3,"Pitcher Z","Right",543706,"Right","Windup",3,0,1,1,1,"Fastball","Fastball","InPlay","","GroundBall","Out",1,0,NA,93.27719866,-2.774083508,-3.310418538,2300.805892,217.309024,"1:15",6.087314553,2.261581492,5.546190292,-14.26095967,18.58841974,14.18874468,2.300402658,0.347237487,84.35353434,-5.44475759,-0.646992792,0.412510591,94.82819638,-0.542304951,16.52642491,NA,NA,NA,NA,48.57276211,47.15854194,17.55339532,0.367644653,-8.590404981,10.77652526,-1.984247836,50,5.837552788,7.315967489,-135.2452292,-7.073706532,-15.75716676,32.15859452,-12.4069356,29,0,0,0,1
"225",64,20,5,1,"Pitcher Z","Right",502273,"Left","Windup",3,0,2,0,0,"Fastball","Fastball","StrikeCalled","","","",0,0,NA,92.53204929,-2.044967484,-3.465946787,2150.8296,224.9867976,"1:30",5.983355144,2.51194307,5.616538004,-17.25535701,15.59443001,15.61811691,2.632769534,0.57513726,84.80337234,-5.259782462,-0.550920181,0.41251315,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-9.253657724,8.863555599,-2.226159411,50,5.797558017,7.584136634,-134.3669629,-5.418589152,-16.98975125,27.95141757,-15.90052631,30,0,0,0,0
"226",65,20,5,2,"Pitcher Z","Right",502273,"Left","Windup",3,0,2,0,1,"Slider","Slider","InPlay","","GroundBall","Out",1,0,NA,86.94107907,-1.762828363,-2.6095857,2367.682698,184.6687474,"12:15",5.82205628,2.893286646,5.482129578,-29.78040401,7.421086328,0.608905751,1.68894497,0.500995014,80.41573663,-7.261417418,-2.4964905,0.438987029,96.01817693,-14.96368268,16.2231554,NA,NA,NA,NA,6.848281013,5.77386774,10.02555795,0.044205933,-0.987344116,4.385072771,-2.66496617,50,5.647283945,5.739264179,-126.3806354,-4.912608081,-1.610016652,23.77053909,-25.02351202,31,0,0,0,1
"227",90,28,1,1,"Pitcher Z","Right",552662,"Right","Windup",4,0,0,0,0,"Fastball","Fastball","StrikeCalled","","","",0,0,NA,92.19900632,-2.741323382,-4.070812686,2317.197599,220.0426548,"1:15",6.121319042,1.98214893,5.534092295,-17.4718587,16.31952786,13.74112608,2.094786155,-0.683845351,83.15982013,-6.014903351,-1.490802284,0.418383477,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-8.625903774,9.584625848,-1.637650933,50,5.871505002,9.01924796,-133.5371886,-7.026125691,-15.37551145,32.20605942,-15.08963302,32,0,0,0,0
"228",91,28,1,2,"Pitcher Z","Right",552662,"Right","Windup",4,0,0,0,1,"ChangeUp","Fastball","BallCalled","","","",0,0,NA,87.79445532,-4.071311221,-4.318475746,1989.152012,219.5566553,"1:15",6.033446082,2.256081389,5.650938516,-23.65664943,13.13816064,10.88067664,0.247990537,-0.872176992,80.50933768,-8.454870859,-2.286180155,0.43658097,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-7.020371499,8.161553202,-1.896728473,50,5.672324311,9.235150843,-127.0854828,-9.85773095,-11.48117063,26.04672449,-18.82658042,33,0,0,0,0
"229",92,28,1,3,"Pitcher Z","Right",552662,"Right","Windup",4,0,0,1,1,"Curveball","Curveball","InPlay","","FlyBall","Out",1,0,NA,80.83838188,0.639363908,-1.80886864,2784.152157,61.8779866,"8:00",6.101865896,2.322948382,5.334381612,-47.27191066,-3.617846739,-6.692565259,2.76265643,0.067756235,74.1860742,-8.119175743,-3.056020401,0.475536501,98.91076902,36.89846289,-9.558383233,4042.775434,108.9809579,79.6169872,-14.93724472,381.4487562,133.7092084,-2.164515735,5.752752075,3.02000765,-2.098683224,-2.155062159,50,6.126151368,3.926439807,-117.4897514,-0.213706116,4.206423791,22.99312534,-35.09720375,34,0,0,0,1
"230",93,29,2,1,"Pitcher Z","Right",596129,"Left","Windup",4,0,1,0,0,"ChangeUp","ChangeUp","BallCalled","","","",0,0,NA,87.87672371,-1.130793549,-2.729174808,1811.435505,230.4140154,"1:45",6.031953104,2.544583554,5.536493855,-24.79870604,11.97232223,14.52107391,2.907239111,1.202108402,79.95099107,-5.763442233,-0.007966417,0.436439858,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-8.544607223,6.716175097,-2.317473315,50,5.91758299,5.592691213,-127.6456871,-3.362755623,-14.02138954,27.60039649,-21.15304961,35,0,0,0,0
"231",94,29,2,2,"Pitcher Z","Right",596129,"Left","Windup",4,0,1,1,0,"ChangeUp","ChangeUp","StrikeCalled","","","",0,0,NA,86.38432471,-1.314435903,-3.413676923,2008.719554,242.5103434,"2:00",5.943499116,2.527425804,5.66409959,-30.00159533,7.992818976,15.42948623,2.215453507,0.626691458,78.56746358,-6.92836173,-0.514235325,0.443640714,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-9.29497417,4.678924168,-2.248559711,50,5.813583487,6.978027543,-125.3953887,-3.858196712,-14.68641097,27.16772377,-24.78117129,36,0,0,0,0
"232",95,29,2,3,"Pitcher Z","Right",596129,"Left","Windup",4,0,1,1,1,"Curveball","Curveball","StrikeCalled","","","",0,0,NA,79.62701044,0.948435569,-1.113242076,2659.409283,62.72336072,"8:00",6.03482092,2.377931744,5.350188728,-49.97969161,-4.916365814,-9.452648952,2.759569263,0.546045288,72.9162606,-8.328684266,-2.878781291,0.483151285,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.678082644,-2.886300067,-2.271221341,50,6.08507371,2.547991147,-115.7334168,0.335183682,6.303882984,22.90343424,-36.0634407,37,0,0,0,0
"233",96,29,2,4,"Pitcher Z","Right",596129,"Left","Windup",4,0,1,1,2,"Curveball","Curveball","InPlay","","FlyBall","Out",1,0,NA,79.99192917,0.291952249,-2.272176711,2735.051603,60.30488126,"8:00",6.020353846,2.475109349,5.127965478,-49.33554471,-4.322043153,-7.504634077,2.184211745,-0.291132509,73.45435785,-8.802496165,-3.665191678,0.482884113,95.38238163,25.70387389,-1.278407916,2838.50488,109.7187025,47.21958162,-7.857795235,337.5184019,332.919344,-9.930243608,4.380805054,3.280058871,-2.356326618,-2.256247542,50,6.010383792,4.85673938,-116.1807969,-1.030944201,4.461727415,22.74114563,-35.37926148,38,0,0,0,1
"234",97,30,3,1,"Pitcher Z","Right",592637,"Right","Windup",4,0,2,0,0,"Fastball","Fastball","BallCalled","","","",0,0,NA,93.47210615,-2.204673099,-4.538920239,2281.557922,210.6068377,"1:00",6.032993634,2.076084882,5.599682587,-12.54502743,20.18900613,11.96120381,2.922067252,-1.173014795,84.33894251,-4.560602794,-2.295867786,0.411785718,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-7.801806941,11.48460086,-1.694654104,50,5.835713038,10.32441539,-135.3923885,-5.673132436,-14.33116395,32.4314943,-11.07794877,39,0,0,0,0
"235",98,30,3,2,"Pitcher Z","Right",592637,"Right","Windup",4,0,2,1,0,"Fastball","Fastball","InPlay","","LineDrive","Out",1,0,NA,93.75572123,-2.596737102,-2.877048334,2325.601296,212.2271907,"1:00",6.056238018,2.069023399,5.608349471,-14.09907846,18.48276901,11.6707859,2.452989736,0.354104319,84.31672197,-5.24811571,-0.676401052,0.410827372,105.7551604,14.39024094,-21.75206586,1412.950396,100.0306368,22.25811892,-45.75853396,270.3972486,263.3864372,-28.21171091,2.48388855,-7.188526934,10.74956677,-1.830546663,50,5.825145694,6.420445101,-135.9684606,-6.673022444,-13.24423597,34.21513782,-12.36890625,40,0,0,0,1
"236",114,34,1,1,"Pitcher Z","Right",542963,"Left","Windup",5,0,0,0,0,"Curveball","Curveball","BallCalled","","","",0,0,NA,79.41158217,-0.123357196,-2.676878174,NA,45.83346844,"7:30",5.877996062,2.346645146,5.30692542,-52.40188754,-6.644734943,-6.796629307,1.395263942,-0.734054236,72.53416795,-9.831029073,-3.947382007,0.486856546,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.750263126,-3.482496711,-2.099007506,50,5.829741826,5.603187465,-115.258635,-1.901007506,3.648691417,24.17623933,-36.79417226,41,0,0,0,0
"237",115,34,1,2,"Pitcher Z","Right",542963,"Left","Windup",5,0,0,1,0,"ChangeUp","ChangeUp","BallCalled","","","",0,0,NA,84.90206432,-3.012797843,-4.306442388,1845.080382,232.6933208,"1:45",5.735228655,2.648698826,5.740884258,-27.10190092,12.4605199,16.4016324,0.661244914,-0.001420762,76.91771624,-8.087772091,-1.216063998,0.452702557,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-10.18277645,7.656152498,-2.300180042,50,5.46762645,8.744337631,-122.9495275,-7.339008527,-15.39031978,27.24615503,-20.60248594,42,0,0,0,0
"238",116,34,1,3,"Pitcher Z","Right",542963,"Left","Windup",5,0,0,2,0,"Fastball","Fastball","InPlay","","FlyBall","Out",1,0,NA,92.61083635,-2.161491757,-2.867116716,2071.662845,230.5199155,"1:45",5.967350306,2.349347181,5.587439416,-21.62790467,11.34698781,13.81238653,2.143369971,0.821140366,84.57228381,-6.193301779,-0.281506919,0.413297913,100.4018037,20.45886732,5.280833256,1982.047875,109.4997789,37.68938731,10.4757221,371.2578259,360.6753068,7.203579894,4.084081421,-8.183458851,6.668427563,-2.112202236,50,5.767706074,6.244899553,-134.4842567,-5.850093036,-14.96120692,29.63662847,-19.98266024,43,0,0,0,1
"239",117,35,2,1,"Pitcher Z","Right",642066,"Right","Windup",5,0,1,0,0,"Slider","Cutter","BallCalled","","","",0,0,NA,87.59875166,-3.795873623,-3.632464531,2502.292698,208.8934968,"1:00",5.935853968,2.533731683,5.817616762,-22.66347589,13.94044425,7.712467842,0.506019269,-0.205102559,80.41932912,-8.009013783,-2.187134334,0.435447015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-5.148728798,8.545153573,-2.241009231,50,5.611073477,7.812813296,-126.9916032,-9.174434155,-8.415716341,25.78030467,-18.20679734,44,0,0,0,0
"240",118,35,2,2,"Pitcher Z","Right",642066,"Right","Windup",5,0,1,1,0,"Slider","Slider","BallCalled","","","",0,0,NA,86.926786,-1.773789836,-3.700808526,2501.948514,161.1949762,"11:15",6.050897996,2.412480041,5.688212024,-29.61209491,7.933781868,-2.713677023,1.92618709,-1.267368238,79.25187168,-7.294895739,-4.209394846,0.441014271,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.337325683,4.79297772,-2.099524162,50,5.883230237,8.245720514,-126.1161451,-4.878060179,0.538812447,27.62173226,-24.51819493,45,0,0,0,0
"241",119,35,2,3,"Pitcher Z","Right",642066,"Right","Windup",5,0,1,2,0,"Fastball","Fastball","FoulBall","","","",0,0,NA,92.74067886,-3.028931219,-2.760290015,2308.566846,208.4667398,"1:00",6.001481424,2.325449425,5.574123769,-11.58690827,21.76932215,11.82042496,2.201187549,0.730587956,83.38254609,-5.206355106,-0.532682883,0.415680834,71.18556622,68.8608471,135.7822101,5769.762609,-94.41825494,81.3329912,56.437487,147.7406649,32.09493166,149.5214119,4.684924927,-7.221382164,12.63531153,-2.095507777,50,5.73305892,6.066581724,-134.4534169,-7.530415149,-13.0122562,33.40893602,-9.406397294,46,0,0,0,0
"242",120,35,2,4,"Pitcher Z","Right",642066,"Right","Windup",5,0,1,2,1,"Fastball","Fastball","BallCalled","","","",0,0,NA,92.808238,-2.55841465,-4.181902901,2315.371727,208.1512799,"1:00",6.064916577,2.022442215,5.727319322,-13.14847377,20.00206627,10.71980407,2.578737371,-0.98556839,83.49085844,-5.036044669,-2.161755815,0.414397209,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-7.110960928,11.58553234,-1.67992413,50,5.843088641,9.462928479,-134.4500568,-6.47469077,-12.82613476,33.12591781,-11.27706986,47,0,0,0,0
"243",121,35,2,5,"Pitcher Z","Right",642066,"Right","Windup",5,0,1,3,1,"Fastball","Fastball","StrikeCalled","","","",0,0,NA,92.15363179,-3.40193438,-3.779269564,2250.673393,206.721789,"1:00",5.961113431,2.407264948,5.682504638,-15.09937484,18.63156957,9.395548585,1.521470189,-0.33729107,82.95800913,-6.238393883,-2.008259297,0.418009131,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-6.272855672,11.11575576,-2.094782913,50,5.664768048,8.492736539,-133.4446363,-8.467605236,-11.13476831,32.89430618,-12.44278558,48,0,0,0,0
"244",122,35,2,6,"Pitcher Z","Right",642066,"Right","Windup",5,0,1,3,2,"Fastball","Fastball","BallCalled","Walk","","",0,0,NA,92.75169697,-2.340578397,-4.41773257,2279.516044,210.9174441,"1:00",5.862927685,2.337800885,5.765936908,-15.43292677,17.52767457,10.51590614,2.391057742,-0.905075958,83.98388314,-5.239718729,-2.441973137,0.413208343,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-6.993596631,10.13854594,-1.978324069,50,5.659555505,10.024613,-134.4175232,-6.038967212,-12.68962015,31.38427832,-13.77803524,49,0,1,0,0
"245",123,36,3,1,"Pitcher Z","Right",623188,"Left","Stretch",5,0,1,0,0,"Fastball","Fastball","BallCalled","","","",0,0,NA,90.4332098,-0.642095072,-2.430693078,2035.389758,228.5043872,"1:30",5.980659139,2.201533916,5.565268581,-20.40301734,14.06900151,15.9412073,3.680075306,1.258146905,82.60963982,-4.450593487,0.550170685,0.422576048,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-9.168353748,7.675980838,-2.002431716,50,5.911984486,5.024467852,-131.4708375,-2.186802442,-16.05562825,27.72951746,-18.73186491,50,0,0,0,0
"246",124,36,3,2,"Pitcher Z","Right",623188,"Left","Stretch",5,0,1,1,0,"ChangeUp","ChangeUp","InPlay","","Popup","Out",1,0,NA,85.79467356,-1.208036401,-3.921951693,2016.127546,217.4343763,"1:15",5.717695294,2.560057954,5.757597606,-24.83547684,13.37781607,10.26834079,2.520920373,-0.240204017,78.32260241,-5.854490979,-1.997491466,0.444916744,66.52075606,66.02684275,25.07728437,4860.76293,101.2769968,20.7111577,42.92970592,114.5512968,40.90079896,23.05317811,4.908080444,-6.624492803,7.525680325,-2.24110217,50,5.602394643,8.210632469,-124.5456671,-3.425767439,-10.38754591,25.40937349,-20.37339419,51,0,0,0,1
"247",125,37,4,1,"Pitcher Z","Right",642094,"Right","Stretch",5,0,2,0,0,"Fastball","Fastball","StrikeCalled","","","",0,0,NA,92.64479619,-2.255312294,-4.185393545,2349.50033,218.5157966,"1:15",5.894985968,2.188543181,5.69718423,-13.87342469,18.93243146,15.09260915,2.630713099,-0.460540315,84.59849791,-4.849645358,-1.363973308,0.412237225,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-9.224285671,10.75289325,-1.846410923,50,5.696678388,9.307577173,-134.3913162,-5.791365266,-16.89897106,28.65613318,-12.47465521,52,0,0,0,0
"248",126,37,4,2,"Pitcher Z","Right",642094,"Right","Stretch",5,0,2,0,1,"Fastball","Fastball","StrikeCalled","","","",1,0,NA,92.20623768,-2.543229065,-2.879837161,2122.578419,221.2201826,"1:15",6.035461299,2.123112148,5.775163248,-19.06543837,13.62433319,11.96260814,2.075866828,0.438293689,85.13926606,-6.08810325,-0.646388302,0.411507222,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-7.125438246,7.93255113,-1.892664594,50,5.813716551,6.327724987,-134.0119924,-6.619338036,-13.0908659,26.17996152,-17.60035364,53,0,0,0,1
"249",136,41,1,1,"Pitcher Z","Right",642094,"Right","Windup",6,0,0,0,0,"Curveball","Curveball","FoulBall","","","",0,0,NA,78.95724723,1.544824082,-1.405383445,2647.489535,99.75904068,"9:15",6.039703557,2.408037893,5.264828214,-44.62163275,1.267627165,-7.621046431,3.773109976,0.452578202,72.20557868,-6.734905707,-2.824368426,0.487558851,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.617913138,0.224050808,-2.274067997,50,6.148653944,3.05755198,-114.731335,1.673537242,4.805684091,21.91340696,-31.87644124,54,0,0,0,0
"250",137,41,1,2,"Pitcher Z","Right",642094,"Right","Windup",6,0,0,0,1,"Fastball","Fastball","BallCalled","","","",0,0,NA,92.32831957,-3.049486735,-4.800040466,2341.652289,217.5399601,"1:15",6.006519647,2.217176908,5.618915669,-13.32217641,20.27806514,15.60666457,2.038019205,-0.971895824,83.31442528,-5.551270083,-1.871899341,0.417198481,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-9.841771138,11.8036312,-1.81713137,50,5.737089831,10.67493176,-133.5983519,-7.606494163,-17.59956446,31.62132144,-11.06618442,55,0,0,0,0
"251",138,41,1,3,"Pitcher Z","Right",642094,"Right","Windup",6,0,0,1,1,"Curveball","Curveball","StrikeCalled","","","",0,0,NA,79.4976545,0.606952611,-2.832929284,2702.662607,48.48006002,"7:30",6.00811022,2.404504481,5.122558094,-51.19644866,-5.588680991,-6.263991955,2.314091448,-0.787738564,73.03199686,-8.826019977,-3.994268207,0.486061168,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.467220921,-3.112161448,-2.133616641,50,6.026289856,5.916034235,-115.4110735,-0.451372036,3.313381375,22.34161182,-36.35355988,56,0,0,0,0
"252",139,41,1,4,"Pitcher Z","Right",642094,"Right","Windup",6,0,0,1,2,"Fastball","Fastball","InPlay","","FlyBall","Out",1,0,NA,94.11517849,-2.418508401,-2.5369645,2402.92997,205.122276,"12:45",6.091239216,2.090795609,5.672974294,-10.56329451,21.80104763,10.23696349,2.952881423,0.577374449,84.19420178,-4.414411027,-0.599332799,0.409453804,82.68641681,46.29404982,0.357235888,5655.321278,109.6849181,96.74933003,8.318365611,246.0610593,105.1108988,9.221859957,5.178440552,-6.364460989,12.54477043,-1.88319765,50,5.880629828,5.69045768,-136.5166489,-6.141229102,-11.76376143,35.81773139,-8.986902494,57,0,0,0,1
"253",140,42,2,1,"Pitcher Z","Right",543706,"Right","Windup",6,0,1,0,0,"Curveball","Curveball","BallCalled","","","",0,0,NA,79.69851659,-0.540559104,-1.712837653,2760.582538,50.58014845,"7:45",6.099426794,2.421915777,5.330845822,-49.60487993,-4.685671355,-5.649021395,1.458308803,0.343752498,73.42910801,-9.696882517,-2.765859586,0.482378082,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.494353845,-2.323101722,-2.263323942,50,6.015545902,3.643800431,-115.8387803,-2.672325502,3.376677814,22.38921799,-35.3188975,58,0,0,0,0
"254",141,42,2,2,"Pitcher Z","Right",543706,"Right","Windup",6,0,1,1,0,"Slider","Slider","StrikeSwinging","","","",0,0,NA,86.54992933,-1.781461524,-3.022940533,NA,198.3004151,"12:30",5.902302535,2.605146826,5.730783772,-28.48405258,8.577734451,2.848408001,1.866905971,0.024968524,80.34064416,-7.055462774,-2.492819886,0.438161986,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.255295612,5.017415617,-2.355015923,50,5.736099406,6.552692223,-125.8509389,-4.85376517,-3.662572811,22.53042022,-24.02582625,59,0,0,0,0
"255",142,42,2,3,"Pitcher Z","Right",543706,"Right","Windup",6,0,1,1,1,"Curveball","Curveball","BallCalled","","","",0,0,NA,80.51335532,-0.93194902,-2.673646931,2794.41877,79.25559145,"8:45",6.035870911,2.418467597,5.526381285,-45.39502257,-1.567770463,-8.044923324,1.380780149,-0.752968747,74.03681939,-9.337837145,-4.176929731,0.476478863,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.50011877,-0.560797239,-2.180881558,50,5.92497745,5.711786678,-116.9573949,-3.31602007,4.820123652,23.25031435,-32.94634007,60,0,0,0,0
"256",143,42,2,4,"Pitcher Z","Right",543706,"Right","Windup",6,0,1,2,1,"Fastball","Fastball","BallCalled","","","",0,0,NA,93.91387266,-3.29936224,-4.349339868,2338.326702,214.1924821,"1:15",5.977029859,2.353968964,5.599747368,-14.72258257,17.62474539,11.99504754,1.657956744,-0.71426727,85.21344547,-6.051172171,-2.103760596,0.409346163,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-7.701369513,10.40126542,-1.988905588,50,5.684250472,9.914212751,-135.9835222,-8.387463333,-14.33066601,31.55385426,-12.8194311,61,0,0,0,0
"257",144,42,2,5,"Pitcher Z","Right",543706,"Right","Windup",6,0,1,3,1,"Fastball","Fastball","StrikeCalled","","","",0,0,NA,93.35102396,-2.068139527,-3.631936714,2211.904128,224.8636787,"1:30",5.82670065,2.446942416,5.629585881,-18.54134233,14.14404819,14.10748889,2.347382809,0.229584143,84.45181161,-5.545803037,-0.980679894,0.411479646,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-8.670817458,8.21096849,-2.146663796,50,5.638732259,8.09656535,-135.3941429,-5.552965421,-15.93626864,32.28838375,-17.08294552,62,0,0,0,0
"258",145,42,2,6,"Pitcher Z","Right",543706,"Right","Windup",6,0,1,3,2,"Fastball","Fastball","InPlay","","GroundBall","Out",1,0,NA,93.19061594,-1.819962991,-3.478131955,2200.384493,216.3932184,"1:15",5.945119216,2.419696544,5.621886739,-15.81087791,16.63279013,12.28219613,2.925650175,0.193809572,85.17253715,-4.770958781,-1.18355475,0.409955288,94.54359537,-3.4175592,1.96674394,NA,NA,NA,NA,30.5870938,29.90280802,1.718493253,0.222355347,-7.506946514,9.37735992,-2.131021576,50,5.77969602,7.787010393,-135.3165436,-4.870772241,-13.94420764,29.02426641,-14.75553444,63,0,0,0,1
"259",146,43,3,1,"Pitcher Z","Right",502273,"Left","Windup",6,0,2,0,0,"Curveball","Curveball","StrikeCalled","","","",0,0,NA,78.02842051,1.241149147,-1.637612236,2548.982015,79.4122157,"8:45",5.95379535,2.605750858,5.172185423,-49.03249929,-2.239751999,-11.74677085,3.036259318,0.085540361,72.1656346,-7.78150787,-3.809871009,0.49233509,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.735167118,-1.50287865,-2.444574076,50,6.032398045,3.621129899,-113.4434445,0.881675924,7.511812979,19.76616075,-34.14249047,64,0,0,0,0
"260",147,43,3,2,"Pitcher Z","Right",502273,"Left","Windup",6,0,2,0,1,"ChangeUp","ChangeUp","InPlay","","LineDrive","Single",0,0,NA,86.90556429,-2.127220817,-3.402173493,1740.482098,214.3451202,"1:15",5.848189993,2.702610987,5.614321755,-23.60796335,14.04980169,9.624540018,1.891270788,0.325935176,78.93647479,-6.540269901,-1.595894278,0.441670903,93.10796543,12.49097496,-10.69909093,1899.233193,106.8316082,16.44709745,-26.21016461,218.4835123,218.4835123,-16.87867332,2.112514648,-6.175719473,8.15956532,-2.41824483,50,5.651350289,7.178318113,-126.0854743,-5.469995978,-9.861604477,27.56291422,-19.14456977,65,0,0,1,0
"261",148,44,4,1,"Pitcher Z","Right",552662,"Right","Stretch",6,0,2,0,0,"Fastball","Fastball","InPlay","","Popup","Out",1,0,NA,93.18089268,-1.369300969,-2.841569868,2271.777398,215.4477679,"1:15",6.054436787,2.238194713,5.655632533,-14.09930109,18.455191,13.16038297,3.600804787,0.682951234,84.58586019,-4.013928868,-0.370980254,0.410654873,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-7.878578688,10.28276956,-2.005973457,50,5.929626412,6.254737163,-135.3552624,-3.736192394,-14.54233973,30.94066204,-13.19403526,66,0,0,0,1
"262",162,48,1,1,"Pitcher Z","Right",596129,"Left","Windup",7,0,0,0,0,"Fastball","Fastball","BallCalled","","","",0,0,NA,92.95595849,-1.42343992,-2.726392609,1984.843563,227.4507981,"1:30",6.045501718,2.145374322,5.67413708,-16.54348017,15.97125871,17.43285451,3.338201572,1.05470828,84.90862126,-4.516564401,0.539027184,0.410404065,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-10.07983179,8.938313832,-1.92645622,50,5.915064706,5.819539933,-135.098573,-3.943443118,-18.64243095,29.23612916,-15.64283039,67,0,0,0,0
"263",163,48,1,2,"Pitcher Z","Right",596129,"Left","Windup",7,0,0,1,0,"Fastball","Fastball","BallCalled","","","",0,0,NA,92.32900909,-3.200485089,-3.769435031,2023.881565,231.8117439,"1:45",5.978886516,2.359751358,5.563395023,-20.01122283,13.0055646,16.57356243,1.312074444,0.214721719,85.11194265,-6.905504308,-0.686549514,0.41356038,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-9.771049237,7.730465009,-2.045356147,50,5.689055271,8.231035217,-133.9356192,-8.221774852,-17.90226259,26.58808615,-18.01049138,68,0,0,0,0
"264",164,48,1,3,"Pitcher Z","Right",596129,"Left","Windup",7,0,0,2,0,"Fastball","Fastball","StrikeCalled","","","",0,0,NA,92.29996486,-1.918351262,-3.277005827,2085.924751,227.9825831,"1:30",5.931880665,2.465741941,5.576448236,-17.06435644,16.05918652,17.8592014,2.714729764,0.890326429,84.3831532,-5.099920205,0.059283837,0.414228437,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-10.4147785,9.084582509,-2.195411638,50,5.755578213,7.039492851,-134.0332899,-5.103267077,-18.97891051,28.4969137,-15.61916183,69,0,0,0,0
"265",165,48,1,4,"Pitcher Z","Right",596129,"Left","Windup",7,0,0,2,1,"Fastball","Fastball","StrikeCalled","","","",0,0,NA,93.51109942,-1.76392278,-3.266790757,2114.116448,231.4312699,"1:45",5.959250404,2.392690053,5.590163184,-18.10763535,14.20085835,17.84712923,2.800203202,0.826622211,85.33760404,-5.144143267,0.071546634,0.409100371,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-10.43491564,8.070109032,-2.123936853,50,5.79608146,7.110290297,-135.7872913,-4.838047841,-19.4756135,29.831947,-17.11208449,70,0,0,0,0
