"","PitchNo","PAofGame","PAofInning","PitchofPA","Pitcher","PitcherThrows","BatterId","BatterSide","PitcherSet","Inning","InningTop","Outs","Balls","Strikes","TaggedPitchType","AutoPitchType","PitchCall","KorBB","HitType","PlayResult","OutsOnPlay","RunsScored","Notes","Release.Speed","VertRelAngle","HorzRelAngle","SpinRate","SpinAxis","Tilt","RelHeight","RelSide","Extension","VertBreak","InducedVertBreak","HorzBreak","PlateLocHeight","PlateLocSide","ZoneSpeed","VertApprAngle","HorzApprAngle","ZoneTime","ExitSpeed","Angle","Direction","HitSpinRate","PositionAt110X","PositionAt110Y","PositionAt110Z","Distance","LastTrackedDistance","Bearing","HangTime","pfxx","pfxz","x0","y0","z0","vx0","vy0","vz0","ax0","ay0","az0","PitchCount","K","BB","Hit","OutYorN"
"1",1,1,1,1,"Pitcher X","Right",594824,"Left","Windup",1,1,0,0,0,"Fastball","Sinker","StrikeCalled","","","",0,0,NA,86.73302683,-0.926782094,-2.270110521,2085.02537,223.3944812,"0.0625",5.983798328,1.664359253,5.518684978,-21.2615808,16.33103608,15.4739318,3.344828398,0.830497315,79.15817676,-4.893035863,0.623574935,0.441288691,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-8.875468618,8.954134413,-1.477177281,50,5.889082481,4.47668932,-126.0734779,-2.757033739,-14.26970212,25.88615593,-17.77787002,1,0,0,0,0
"2",2,1,1,2,"Pitcher X","Right",594824,"Left","Windup",1,1,0,0,1,"Fastball","Fastball","BallCalled","","","",0,0,NA,88.61427783,-0.293184634,-1.785439097,2121.04133,218.4387193,"0.052083333",5.976070234,1.48304752,5.318837717,-21.64635099,14.35664453,11.42160851,3.896961178,0.758935042,81.42522684,-4.304519038,0.334788322,0.431857868,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-6.48569342,7.648681397,-1.32974712,50,5.934048703,3.60944499,-128.8999889,-1.434314414,-10.98776783,25.05002441,-19.21599921,2,0,0,0,0
"3",3,1,1,3,"Pitcher X","Right",594824,"Left","Windup",1,1,0,1,1,"Fastball","Sinker","FoulBall","","","",0,0,NA,87.01653008,-1.503534499,-3.242473752,2128.03962,240.9693111,"0.083333333",5.850840718,1.777203056,5.614643561,-25.85655823,11.67594755,21.10096754,2.290472618,0.506540508,78.99690715,-6.34299407,0.722813472,0.440935736,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-12.27279904,6.703399281,-1.513897445,50,5.705994728,6.459073778,-126.307768,-4.174139544,-19.66005491,27.74183192,-21.43573226,3,0,0,0,0
"4",4,1,1,4,"Pitcher X","Right",594824,"Left","Windup",1,1,0,1,2,"Sinker","Sinker","BallCalled","","","",0,0,NA,85.90043638,0.805076377,-4.420114438,2106.260295,257.0004888,"0.104166667",5.690856804,1.641256114,5.605724325,-33.27156803,5.421440417,23.64133797,3.671931363,-0.522328149,77.59597187,-5.439991049,0.021972696,0.447700694,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-14.02179161,2.652494716,-1.278049521,50,5.738646812,8.856450774,-124.5247398,0.672555542,-21.78288308,27.48567986,-28.05339238,4,0,0,0,0
"5",5,1,1,5,"Pitcher X","Right",594824,"Left","Windup",1,1,0,2,2,"Fastball","Sinker","StrikeCalled","Strikeout","","",0,0,NA,86.38262956,-0.525793497,-4.659929567,2111.985311,243.0267361,"0.083333333",5.814047469,1.643301398,5.703061834,-26.81605476,11.31630179,22.30558331,3.087884315,-0.848903557,78.05456497,-5.566699618,-0.463883626,0.444445324,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-13.42007445,6.240551073,-1.266060151,50,5.753429064,9.488288359,-125.2119044,-2.015898321,-21.08231,27.75147916,-22.37043436,5,1,0,0,1
"6",6,2,2,1,"Pitcher X","Right",649557,"Right","Windup",1,1,1,0,0,"Sinker","Sinker","InPlay","","FlyBall","Out",1,0,NA,85.66293119,-0.309301286,-4.547937322,2090.986234,254.6947048,"0.104166667",5.61181735,1.786941151,5.645404057,-32.16253058,6.503821332,23.89818045,2.642221858,-0.472120034,77.90087288,-6.327582935,-0.067180786,0.447546451,87.20170229,51.02820056,5.538522943,5331.17164,108.2655658,118.2212979,19.45601011,243.5603265,84.28235608,13.08934743,5.727694702,-14.12840914,3.572412684,-1.415913908,50,5.565270688,9.107564119,-124.2257435,-1.714127215,-21.96199796,26.1046712,-26.6208883,6,0,0,0,1
"7",7,3,3,1,"Pitcher X","Right",407812,"Right","Windup",1,1,2,0,0,"Fastball","Fastball","FoulBall","","","",0,0,NA,88.97286748,-0.762335211,-3.445335955,2269.218504,229.3444222,"0.072916667",5.795829571,1.465250267,5.279891147,-24.42850725,12.02582409,14.04316765,3.042924992,-0.603671487,80.38272155,-5.321357006,-0.820281629,0.434556336,69.51382497,24.96479611,159.1521197,4057.469053,-105.8864858,23.34824016,29.79969635,170.955844,46.76724358,167.3205305,2.277168579,-8.500279532,6.600328188,-1.161068961,50,5.708786469,7.270737364,-129.0537544,-2.588240866,-14.17757262,29.62015403,-21.16539503,7,0,0,0,0
"8",8,3,3,2,"Pitcher X","Right",407812,"Right","Windup",1,1,2,0,1,"Sinker","Sinker","StrikeCalled","","","",0,0,NA,87.49377564,0.639679045,-4.286203721,2065.6376,260.4156318,"0.114583333",5.643561267,1.86277232,5.296771917,-34.01386575,3.899670306,23.30566098,3.411272265,-0.22623135,78.64822212,-5.725093298,0.081164091,0.443168276,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-13.74784867,1.859306129,-1.489367458,50,5.677723617,8.691172931,-126.7422125,0.239891472,-22.00690846,29.74509582,-29.1977589,8,0,0,0,0
"9",9,3,3,3,"Pitcher X","Right",407812,"Right","Windup",1,1,2,0,2,"Fastball","Fastball","StrikeSwinging","Strikeout","","",0,0,NA,91.3780633,-0.657456661,-3.267552363,2298.040828,214.8484032,"0.052083333",6.042101413,1.177773779,5.505190225,-18.21722788,15.84446865,11.05435388,3.908183386,-0.959834302,82.93324568,-4.064943741,-1.199213907,0.420053547,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-6.844944836,8.631618022,-0.899997347,50,5.972614013,7.183512232,-132.6798355,-2.169988239,-12.13953079,29.73812065,-16.86584736,9,1,0,0,1
"10",20,7,1,1,"Pitcher X","Right",576397,"Right","Windup",2,1,0,0,0,"Fastball","Sinker","InPlay","","FlyBall","HomeRun",0,1,NA,84.70985639,-1.662680754,-4.733518627,2009.991405,236.9373123,"0.083333333",5.926464385,1.829905115,5.067028824,-25.13102274,15.66663563,24.12574147,2.258919028,-0.632307272,76.30523478,-6.336054372,-0.238827524,0.459715489,102.9688013,21.11559546,-13.86658646,1370.345776,106.0401259,38.0866635,-29.24768428,385.1500481,364.8380505,-21.41080582,3.950765991,-14.18360775,8.762658124,-1.398611557,50,5.748969276,9.309528439,-122.5626024,-4.443955586,-21.2840494,27.26789142,-19.02472494,10,0,0,1,0
"11",21,8,2,1,"Pitcher X","Right",502054,"Right","Windup",2,1,0,0,0,"Fastball","Sinker","StrikeCalled","","","",0,0,NA,85.75841039,-0.28201225,-3.978237362,1992.177511,235.4916581,"0.072916667",5.878825519,1.465056467,5.94691562,-26.364515,11.72377653,17.10497113,3.419613431,-0.8048473,77.90612936,-5.249273847,-0.752489637,0.444188453,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-10.43034503,6.427809711,-1.158055145,50,5.841595652,8.133196068,-124.515036,-1.425433925,-16.28096451,26.34268051,-22.14073312,11,0,0,0,0
"12",22,8,2,2,"Pitcher X","Right",502054,"Right","Windup",2,1,0,0,1,"Fastball","Sinker","BallCalled","","","",0,0,NA,87.04197585,-0.018727271,-3.363873212,2081.636494,240.3789952,"0.083333333",5.818432961,1.621263697,5.815077987,-26.28065548,10.6229257,18.74480599,3.610937711,0.052369792,79.53666839,-4.945256753,0.154902134,0.437225794,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-11.01134679,5.718061804,-1.357065074,50,5.80130757,6.832233629,-126.4946887,-0.886693839,-17.85117648,25.66749342,-22.90414431,12,0,0,0,0
"13",23,8,2,3,"Pitcher X","Right",502054,"Right","Windup",2,1,0,1,1,"Sinker","Sinker","StrikeCalled","","","",0,0,NA,86.60880559,-0.510011556,-4.091737526,2109.896023,244.3358314,"0.09375",5.763008276,1.792856561,5.75207728,-27.93510106,9.412277022,19.66168769,2.959143544,-0.38370816,79.35142893,-5.729458242,-0.41240058,0.439846943,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-11.64700239,5.184973707,-1.465249469,50,5.703627218,8.359783303,-125.7655471,-2.027382674,-18.71088296,24.78078462,-23.84440004,13,0,0,0,0
"14",24,8,2,4,"Pitcher X","Right",502054,"Right","Windup",2,1,0,1,2,"Sinker","Sinker","StrikeCalled","Strikeout","","",0,0,NA,86.1194119,0.115516756,-4.45225554,2096.156694,261.7292677,"0.114583333",5.539695526,1.995404342,5.835849798,-34.86688727,3.020623459,21.02498703,2.74179968,-0.398469651,78.53358664,-6.423275861,-0.501617668,0.443016146,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-12.60428712,1.5938744,-1.644643142,50,5.528667903,9.06643266,-124.964452,-0.847960606,-19.8706757,25.89500876,-29.66130341,14,1,0,0,1
"15",25,9,3,1,"Pitcher X","Right",545341,"Right","Windup",2,1,1,0,0,"Fastball","Fastball","FoulBall","","","",0,0,NA,87.37547812,-0.267853836,-2.869299151,2191.139393,236.4589051,"0.083333333",5.838990033,1.696634151,5.532557923,-27.63234866,8.985731084,13.60676124,3.285636167,0.146576877,80.75678442,-5.390110719,-0.341648307,0.43553123,84.24335282,79.54335975,69.84189278,NA,NA,NA,NA,89.60966793,8.981625902,91.58246174,6.238562622,-7.923719152,4.835679398,-1.456771981,50,5.797333507,5.904173454,-127.0881592,-1.54033752,-13.1144066,23.12390615,-24.17060161,15,0,0,0,0
"16",26,9,3,2,"Pitcher X","Right",545341,"Right","Windup",2,1,1,0,1,"Fastball","Fastball","FoulBall","","","",0,0,NA,88.55534681,-1.292871188,-2.334962275,2212.737474,212.0319855,"0.041666667",6.051954005,1.567113693,5.529572444,-16.50129511,19.95552936,12.50653978,3.467223446,0.425687672,79.81812007,-4.392052501,0.018207769,0.434571196,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-7.419743863,11.068924,-1.372647984,50,5.928926004,4.818555318,-128.5877972,-3.464768746,-12.25875001,29.95484835,-13.88619729,16,0,0,0,0
"17",27,9,3,3,"Pitcher X","Right",545341,"Right","Windup",2,1,1,0,2,"Fastball","Sinker","InPlay","","FlyBall","Out",1,0,NA,88.78948609,-1.239129296,-3.628010961,2082.306098,240.2449458,"0.083333333",5.807165478,1.703204429,5.518188786,-23.41092926,12.77093116,22.39942954,2.695319238,0.173554638,80.51602774,-5.617578493,0.57137723,0.432929286,77.20747965,38.12883228,29.8395078,4843.040643,90.58960904,68.43724801,62.39746587,259.7086658,255.1219181,42.82174029,4.587001343,-13.03366031,7.1821344,-1.40214658,50,5.68378331,7.401658709,-128.8291159,-3.593646233,-21.73668838,28.67907232,-20.19615335,17,0,0,0,1
"18",28,10,4,1,"Pitcher X","Right",543939,"Left","Windup",2,1,2,0,0,"Fastball","Fastball","FoulBall","","","",0,0,NA,89.68036109,-2.250910076,-1.802579524,2214.767239,218.68941,"0.052083333",6.055943797,1.364784936,5.637920914,-14.57683097,20.60363308,16.52686126,2.739476287,1.06005282,81.47969447,-4.978912251,1.302681641,0.426896211,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-9.378650248,11.69367235,-1.222230632,50,5.855571979,3.538795627,-130.2903443,-5.619078963,-16.02445351,28.91290299,-12.19412565,18,0,0,0,0
"19",29,10,4,2,"Pitcher X","Right",543939,"Left","Windup",2,1,2,0,1,"Sinker","Sinker","InPlay","","GroundBall","Out",1,0,NA,88.19453115,-0.316944839,-2.92347272,2065.056346,252.105428,"0.104166667",5.575602143,1.722482235,5.29916143,-29.47191004,7.046582678,21.93004794,2.821704203,0.803351547,80.972095,-5.774055627,1.149631697,0.434938588,102.5459148,-10.84322121,12.07784011,NA,NA,NA,NA,15.50579509,12.95390995,7.953978646,0.098858032,-12.3439826,3.801055476,-1.472706216,50,5.52559514,5.763853634,-128.1550143,-1.75922149,-20.61843982,25.40336526,-25.82505763,19,0,0,0,1
"20",55,15,1,1,"Pitcher X","Right",451705,"Right","Windup",3,1,0,0,0,"Fastball","Fastball","StrikeCalled","","","",0,0,NA,85.48634261,-1.454717774,-3.016680385,2174.182931,207.0035344,"0.041666667",6.07367871,1.380430785,5.309649791,-16.21684354,23.25672214,11.87061238,3.354815623,-0.464163339,77.06056259,-4.487076634,-0.794414494,0.452193898,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-7.237240797,12.78051935,-1.115339705,50,5.930242449,6.132514967,-124.0143843,-3.704286232,-11.13236896,27.64512077,-12.51497394,20,0,0,0,0
"21",56,15,1,2,"Pitcher X","Right",451705,"Right","Windup",3,1,0,0,1,"Fastball","Sinker","StrikeCalled","","","",0,0,NA,86.22425714,-0.071602305,-3.863502597,2154.08753,244.3443961,"0.09375",5.683668389,1.713326807,5.338848994,-28.48442376,9.92188375,20.73227957,3.242650211,-0.188463106,78.62225548,-5.367758069,-0.003230408,0.446038961,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-12.05249376,5.268073686,-1.379482711,50,5.657081907,7.737029195,-125.128079,-1.136707191,-19.0891733,25.48607834,-23.83028389,21,0,0,0,0
"22",57,15,1,3,"Pitcher X","Right",451705,"Right","Windup",3,1,0,0,2,"Sinker","Sinker","FoulBall","","","",0,0,NA,87.22386716,0.338359794,-3.188877415,2161.055725,252.43425,"0.104166667",5.505995824,1.727989241,5.389667098,-31.0030719,6.351634344,20.17544328,3.239984342,0.417838354,79.71886148,-5.427005429,0.570774019,0.439890093,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-11.56964515,3.270620132,-1.457337905,50,5.51467714,6.360591578,-126.6928761,-0.32319759,-18.81321337,25.77211642,-26.85574591,22,0,0,0,0
"23",58,15,1,4,"Pitcher X","Right",451705,"Right","Windup",3,1,0,0,2,"Fastball","Fastball","BallCalled","","","",0,0,NA,89.32996035,-2.768815219,-3.593397715,2192.22387,214.6549288,"0.052083333",6.066208405,1.049296486,5.435558956,-20.75578989,15.49687644,10.73608279,1.73694471,-1.425000949,80.33234986,-6.653559525,-1.575385085,0.433352689,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-6.907753786,9.174387583,-0.738537715,50,5.806863938,7.753940587,-129.3824347,-6.987120363,-11.5025324,31.43866371,-16.89720261,23,0,0,0,0
"24",59,15,1,5,"Pitcher X","Right",451705,"Right","Windup",3,1,0,1,2,"Fastball","Sinker","BallCalled","","","",0,0,NA,87.92087442,-1.130750632,-5.140738221,2120.766987,238.0927543,"0.083333333",5.753849877,1.635045057,5.317088755,-25.62954469,12.20988945,19.66762104,2.552553858,-1.562953511,78.49531508,-5.941327313,-1.448467233,0.442734978,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-12.22072412,6.877960924,-1.182600185,50,5.633230617,10.75894619,-127.1303178,-3.403268012,-19.55465421,31.47584037,-21.16846933,24,0,0,0,0
"25",60,15,1,6,"Pitcher X","Right",451705,"Right","Windup",3,1,0,2,2,"Sinker","Sinker","InPlay","","LineDrive","Double",0,0,NA,87.60839468,-0.46723289,-4.090859721,2110.547282,245.9211548,"0.09375",5.556790195,1.779366244,5.304925136,-28.35594769,9.207400623,20.68284047,2.754122107,-0.343262705,79.26194089,-5.756136002,-0.226758713,0.44111687,98.49840205,9.300759468,12.88730437,2256.399743,105.7863447,12.94811479,30.15375722,220.9207734,220.5027938,18.68698819,1.900348511,-12.2025384,5.017846548,-1.422555166,50,5.494195541,8.362399746,-127.0072973,-2.027182019,-19.74161193,28.33012545,-24.05603442,25,0,0,1,0
"26",61,16,2,1,"Pitcher X","Right",448802,"Left","Stretch",3,1,0,0,0,"Fastball","Sinker","FoulBall","","","",0,0,NA,85.37492648,-1.378836022,-2.478439623,2049.517401,237.9612651,"0.083333333",5.961606193,1.418299865,5.375067956,-25.71243409,14.20995389,22.76648668,2.524962611,0.990839756,76.26264541,-6.210912572,1.820904048,0.454757399,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-13.0092078,8.060643727,-1.212066837,50,5.820585539,4.603099619,-123.8023526,-3.836017674,-19.6731413,30.61851569,-19.98436065,26,0,0,0,0
"27",62,16,2,2,"Pitcher X","Right",448802,"Left","Stretch",3,1,0,0,1,"Fastball","Sinker","StrikeCalled","","","",0,0,NA,85.32101835,-1.72815996,-3.55939957,2073.330155,238.7894805,"0.083333333",5.914178483,1.328069244,5.611324247,-24.97490198,14.606834,24.17018399,2.216528398,0.016170752,76.40263312,-6.434563424,1.014218228,0.452813053,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-14.20379602,8.438772724,-1.039232768,50,5.75071499,6.919575324,-123.6660212,-4.536956085,-21.50200815,29.82564535,-19.39925514,27,0,0,0,0
"28",63,16,2,3,"Pitcher X","Right",448802,"Left","Stretch",3,1,0,0,2,"Fastball","Sinker","StrikeSwinging","Strikeout","","",0,0,NA,84.19748365,-0.356027527,-3.208884552,2084.495255,244.7923156,"0.09375",5.895728364,1.36532456,5.712629733,-27.63668983,12.96719313,27.62819907,3.26051353,0.675535732,75.02698182,-5.592962181,2.04304714,0.458622442,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-16.05959524,7.124472136,-1.113629157,50,5.849277391,5.992350485,-122.1158353,-1.614253495,-23.58505657,30.19376636,-21.71107761,28,1,0,0,1
"29",64,17,3,1,"Pitcher X","Right",594824,"Left","Stretch",3,1,1,0,0,"Sinker","Sinker","StrikeCalled","","","",0,0,NA,86.98260115,-0.607463779,-4.534725761,2144.820438,254.4458745,"0.104166667",5.680325807,1.481611165,5.595412728,-31.7546452,6.129845743,22.15067328,2.465220559,-0.914641429,78.45480782,-6.568506013,-0.367119712,0.44299849,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-13.31439067,3.477486946,-1.106800098,50,5.607941603,9.268102343,-126.0437244,-2.385128651,-21.11395494,29.02626679,-26.65945127,29,0,0,0,0
"30",65,17,3,2,"Pitcher X","Right",594824,"Left","Stretch",3,1,1,0,1,"Sinker","Sinker","BallCalled","","","",0,0,NA,87.9080078,-1.354555872,-5.242634446,2181.290779,254.5489693,"0.104166667",5.611350755,1.562492047,5.646900976,-30.74552887,6.316290004,22.97770031,1.780385241,-1.425810937,79.40773974,-7.121546609,-0.923437436,0.438162174,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-13.98030861,3.816334196,-1.131640602,50,5.476896431,10.91851452,-127.2469203,-4.034868046,-22.62898076,29.22504026,-25.9968063,30,0,0,0,0
"31",66,17,3,3,"Pitcher X","Right",594824,"Left","Stretch",3,1,1,1,1,"Fastball","Fastball","BallCalled","","","",0,0,NA,91.05824524,-3.701251907,-2.775459575,2292.178467,227.1723205,"0.0625",6.010513549,1.265824707,5.414348139,-19.9122768,14.73513729,15.93223394,0.875340921,-0.008256789,82.67375855,-7.401959388,0.208980905,0.423649728,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-9.309189473,8.956263789,-1.030208887,50,5.667588854,5.82923045,-131.9513619,-9.255246014,-16.26802737,30.38735483,-16.52276711,31,0,0,0,0
"32",67,17,3,4,"Pitcher X","Right",594824,"Left","Stretch",3,1,1,2,1,"Fastball","Sinker","StrikeCalled","","","",0,0,NA,89.23893347,-2.051318072,-4.038213064,2184.001698,233.604162,"0.072916667",5.890660844,1.508644165,5.445059607,-21.04054037,14.90406928,20.26430925,2.211339999,-0.589305897,80.983905,-5.977148043,-0.24864894,0.431507555,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-11.97321059,8.533931549,-1.165566632,50,5.694934989,8.426962269,-129.3621615,-5.37762261,-20.15840942,28.61040539,-17.80609897,32,0,0,0,0
"33",68,17,3,5,"Pitcher X","Right",594824,"Left","Stretch",3,1,1,2,2,"Fastball","Fastball","FoulBall","","","",0,0,NA,90.863412,-2.662192151,-1.427158112,2358.949875,213.4696099,"0.041666667",6.044233177,1.158151764,5.186366339,-16.43769661,18.82520894,12.46769917,2.167614498,0.854372189,81.63988889,-5.728072969,0.910887926,0.42739611,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-7.058235933,10.82553097,-1.034945354,50,5.785056727,2.826543213,-131.7712296,-6.73062528,-12.18909216,32.65272124,-13.47909476,33,0,0,0,0
"34",69,17,3,6,"Pitcher X","Right",594824,"Left","Stretch",3,1,1,2,2,"Sinker","Sinker","InPlay","","FlyBall","Out",1,0,NA,87.81987734,-0.732005638,-4.062752865,2122.448979,269.9932511,"0.125",5.629772518,1.478883636,5.6577523,-37.24562579,-0.032210916,23.58452991,1.841664361,-0.350362456,79.05745899,-7.737046375,0.395044589,0.439057379,99.55754693,33.24796409,6.953413479,3341.912125,109.6180406,69.06806789,9.158174531,388.9125685,183.042471,0.270694799,5.741968384,-14.04090205,0.228887198,-1.149624783,50,5.544684126,8.269690378,-127.2977587,-2.849625646,-22.5869367,30.9200922,-31.80584852,34,0,0,0,1
"35",70,18,4,1,"Pitcher X","Right",649557,"Right","Stretch",3,1,2,0,0,"Slider","Slider","BallCalled","","","",0,0,NA,82.23020519,-0.645555476,-4.340431216,2372.421737,283.5660527,"0.145833333",5.6185558,1.717719368,5.308031318,-42.98573223,-0.801278309,3.15632237,1.428762826,-2.100736664,75.88267753,-8.560610445,-3.756237642,0.46746353,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.83821801,-0.248408683,-1.325975772,50,5.529100821,8.949281132,-119.283465,-2.768915188,-4.10121197,22.31733958,-32.53299796,35,0,0,0,0
"36",71,18,4,2,"Pitcher X","Right",649557,"Right","Stretch",3,1,2,1,0,"Fastball","Sinker","FoulBall","","","",0,0,NA,86.45076879,-2.277008829,-3.531022621,2122.644329,242.117249,"0.083333333",5.811188158,1.628093126,5.365105946,-27.33346664,11.25082943,21.33316388,1.393415002,0.091168441,78.27678747,-7.369310901,0.466719437,0.447071319,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-12.43315344,6.687979061,-1.326088719,50,5.587703307,7.006518225,-125.3043667,-5.921451652,-19.52803518,28.18329683,-21.66962657,36,0,0,0,0
"37",72,18,4,3,"Pitcher X","Right",649557,"Right","Stretch",3,1,2,1,1,"Fastball","Sinker","StrikeSwinging","","","",0,0,NA,88.42554048,-0.468216478,-4.0622342,2081.448169,241.4665699,"0.083333333",5.642427551,1.73448833,5.514599776,-24.89721305,11.66200083,21.51210082,3.128795352,-0.277139486,79.97461106,-5.132052754,-0.028460189,0.435181017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-12.71286761,6.362779131,-1.394671957,50,5.585184273,8.375189722,-128.2459891,-1.898600169,-20.97737628,28.80360413,-21.67489006,37,0,0,0,0
"38",73,18,4,4,"Pitcher X","Right",649557,"Right","Stretch",3,1,2,1,2,"Fastball","Fastball","InPlay","","FlyBall","Out",1,0,NA,91.57373195,-1.108074055,-3.09954158,2297.43776,218.5938212,"0.052083333",6.071207935,0.992712598,5.931727994,-18.72558824,14.38338315,11.50440968,3.481197421,-0.926700274,83.87140658,-4.621169117,-0.938678292,0.414137314,83.39985206,23.97579599,2.780933694,3586.340034,109.6329267,43.82778923,8.977684698,318.6893032,310.4679545,6.964238296,4.195136108,-7.0435726,8.0613911,-0.751920213,50,5.972104468,6.827269835,-133.1380436,-3.200960388,-12.68211241,27.74811191,-17.65933083,38,0,0,0,1
"39",92,24,1,1,"Pitcher X","Right",407812,"Right","Windup",4,1,0,0,0,"Slider","Slider","BallCalled","","","",0,0,NA,79.85209767,1.03767534,-2.527289564,2184.680288,212.455881,"0.041666667",5.758305557,1.710608445,5.185778732,-36.5213459,8.689946029,5.553738627,3.692032147,-0.205480251,72.49618652,-5.754063046,-1.492361886,0.483943852,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3.684686313,4.267611988,-1.480200617,50,5.827586864,4.936380988,-115.9248081,0.915948399,-4.976225604,23.19936654,-26.41057285,39,0,0,0,0
"40",93,24,1,2,"Pitcher X","Right",407812,"Right","Windup",4,1,0,1,0,"Slider","Slider","StrikeSwinging","","","",0,0,NA,78.74973618,0.763870621,-1.64543536,2290.209031,86.57862495,"0.375",5.700352574,1.598391994,4.865896898,-46.67772354,-0.140941906,-1.625597797,2.533701703,-0.094508445,72.57971835,-7.795640912,-1.945091567,0.490986658,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.403325223,-0.278111874,-1.435220987,50,5.736733088,3.342501802,-114.4399392,-0.055182,0.53670823,20.4405414,-32.54413434,40,0,0,0,0
"41",94,24,1,3,"Pitcher X","Right",407812,"Right","Windup",4,1,0,1,1,"Slider","Slider","BallCalled","","","",0,0,NA,82.36558187,0.954622267,-2.942150929,2363.093272,174.695176,"0.489583333",5.811658652,1.712327016,5.115624535,-35.60743223,6.947932306,-0.648845372,3.744800549,-1.115390965,74.96356281,-5.646068885,-3.06260509,0.46951414,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.523962584,3.369340521,-1.435146489,50,5.874428183,6.165861628,-119.5412218,0.787623504,-0.754054631,24.21646888,-27.32510151,41,0,0,0,0
"42",95,24,1,4,"Pitcher X","Right",407812,"Right","Windup",4,1,0,2,1,"Slider","Slider","StrikeSwinging","","","",0,0,NA,80.42766023,-0.065702025,-2.524694699,2355.828657,287.5647812,"0.145833333",5.727871706,1.632774065,5.157855019,-44.87881006,-0.56007911,1.637726187,1.92607451,-0.608434561,73.95651311,-8.340376041,-2.220859872,0.479143032,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.566942259,-0.275922614,-1.398494031,50,5.687987935,5.097618452,-116.8385828,-1.617142289,-2.164786626,22.13168194,-32.55524549,42,0,0,0,0
"43",96,24,1,5,"Pitcher X","Right",407812,"Right","Windup",4,1,0,2,2,"Slider","Slider","InPlay","","FlyBall","Out",1,0,NA,81.03479805,0.252263676,-1.98471626,2370.794023,245.722117,"0.09375",5.851415878,1.598333152,5.125570852,-42.92729422,0.555003482,1.321101942,2.511848624,-0.161380803,74.74500107,-7.651532223,-1.740209267,0.47460003,100.4301532,33.66774016,-2.552688246,4443.789421,109.9625419,72.08229915,-2.867572935,390.6457502,385.6345243,3.525701742,6.028508911,-1.219067459,0.22399888,-1.413127985,50,5.842316251,4.037949397,-117.8043223,-0.923910591,-1.720749468,21.44708297,-31.85786757,43,0,0,0,1
"44",97,25,2,1,"Pitcher X","Right",576397,"Right","Windup",4,1,1,0,0,"Fastball","Fastball","StrikeSwinging","","","",0,0,NA,90.07892619,-1.500010234,-1.67487214,2170.987156,208.0633434,"0.041666667",6.005175437,1.263882227,5.39014849,-15.06106955,20.35740923,10.87086631,3.34349297,0.599804927,81.15516702,-4.321727892,0.366604397,0.428337868,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-6.311218315,11.29873887,-1.121956923,50,5.860993928,3.440840918,-130.8043937,-3.95863358,-10.78485272,31.11410502,-12.86632878,44,0,0,0,0
