Rk,Player,From,To,Tm,Lg,POS,G,GS,MP,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,2P%,3P%,eFG%,FT%,TS%,WS
242,Luigi Datome,2014,2015,TOT,NBA,#N/A,55,1,447,6.2,15,4.2,8.6,2,6.4,0.7,0.9,1.4,4.7,6,1.6,0.6,0.6,1.6,2.8,15.1,0.414,0.486,0.316,0.481,0.818,0.493,0.3
213,Luke Babbitt,2011,2013,POR,NBA,SF,126,4,1404,4.4,11.8,1.6,4.3,2.8,7.5,0.8,1.1,0.9,5.8,6.7,1.3,0.7,0.3,1.5,3.7,12.4,0.372,0.381,0.367,0.489,0.714,0.502,1
218,Luke Harangody,2011,2012,TOT,NBA,PF,70,1,871,4.2,11.2,3.3,7.6,0.9,3.6,1.2,1.6,2.5,5.6,8.1,1.5,0.9,0.8,0.8,4,10.5,0.376,0.44,0.241,0.415,0.737,0.44,0.9
329,Luke Zeller,2013,2013,PHO,NBA,#N/A,16,0,58,5.6,16.1,5,13,0.6,3.1,0,0,0.6,5.6,6.2,1.9,0,0,0,3.1,11.8,0.346,0.381,0.2,0.365,,0.365,-0.1
345,Maalik Wayns,2013,2014,TOT,NBA,#N/A,29,1,211,4.6,15.4,3.4,10.1,1.2,5.3,2.9,3.2,0.2,1.4,1.5,4.9,1.4,0,2.6,5.1,13.3,0.3,0.339,0.226,0.339,0.895,0.397,-0.3
238,Malcolm Lee,2012,2015,TOT,NBA,SG,36,12,534,3.5,9.2,2.8,6.9,0.7,2.3,1.8,2.5,1.6,2.8,4.4,3.4,1.3,0.7,1.8,3.5,9.4,0.382,0.412,0.294,0.419,0.703,0.46,0.4
306,Malcolm Thomas,2012,2014,TOT,NBA,PF,23,0,135,3.2,7.7,2.9,6.7,0.3,1.1,1.6,3.2,2.9,7.7,10.7,1.9,0.8,1.6,3.2,3.5,8.3,0.414,0.44,0.25,0.431,0.5,0.452,0
245,Manny Harris,2011,2014,TOT,NBA,SG,89,20,1569,4.5,11.7,3.3,8.3,1.2,3.4,2.8,3.8,1.2,4.4,5.6,2.9,1.1,0.3,2.3,2.4,13,0.385,0.396,0.358,0.437,0.744,0.488,0.3
281,Marcus Cousin,2011,2011,UTA,NBA,#N/A,4,0,18,4,6,4,6,0,0,0,0,0,6,6,0,0,2,2,2,8,0.667,0.667,,0.667,,0.667,0
319,Marcus Landry,2010,2010,TOT,NBA,#N/A,18,0,111,5.2,13.9,2.3,4.9,2.9,9.1,1,1.6,1.6,4.5,6.2,0,0.3,0.6,1.9,4.5,14.3,0.372,0.467,0.321,0.477,0.6,0.487,-0.1
99,Marcus Morris,2012,2014,TOT,NBA,PF,176,24,3450,5.5,12.8,3.5,7.5,2,5.3,2,3,1.8,4.6,6.4,1.6,1.2,0.4,1.8,3.4,14.9,0.427,0.47,0.367,0.503,0.68,0.528,5.8
37,Marcus Thornton,2010,2012,TOT,NBA,SG,197,91,5427,7.3,16.5,5.2,10.8,2.1,5.7,2.9,3.5,1.4,2.9,4.4,2.3,1.3,0.2,1.7,2.3,19.5,0.441,0.483,0.362,0.504,0.821,0.54,11.3
60,Markieff Morris,2012,2014,PHO,NBA,PF,226,39,5217,5.9,13.3,5,10.8,0.8,2.5,3,3.9,2.3,5.7,8,2.2,1.3,1.1,2.2,4.3,15.5,0.44,0.465,0.333,0.472,0.764,0.516,9.6
358,Marquis Teague,2013,2014,TOT,NBA,PG,88,3,835,3.5,10,3.1,8.2,0.4,1.8,1.5,2.2,0.2,3.4,3.6,5.2,0.8,0.5,3.2,4,8.9,0.349,0.377,0.22,0.369,0.686,0.405,-0.8
164,MarShon Brooks,2012,2014,TOT,NBA,SG,164,49,2876,6.1,13.8,5.1,10.9,0.9,2.9,2.7,3.6,1.4,3.1,4.5,2.9,1.3,0.4,2.6,2.9,15.8,0.442,0.472,0.326,0.476,0.748,0.514,2.5
18,Mason Plumlee,2014,2016,TOT,NBA,C,234,149,5102,5.3,9.2,5.3,9.2,0,0.1,3.5,6,3.4,6.9,10.2,2.5,1.3,1.4,2.4,4.5,14,0.57,0.575,0,0.57,0.583,0.591,15.5
76,Matthew Dellavedova,2014,2016,CLE,NBA,#N/A,215,31,4518,3.5,8.9,1.7,4.4,1.8,4.5,1,1.2,0.8,2.5,3.3,5.8,0.8,0.1,1.9,3.6,9.8,0.395,0.392,0.398,0.495,0.816,0.52,7.8
106,Maurice Harkless,2013,2015,ORL,NBA,#N/A,201,104,4598,4.3,9.4,3.5,6.9,0.8,2.6,1.4,2.4,1.8,3.7,5.5,1.2,1.7,0.9,1.4,2.7,10.8,0.454,0.508,0.309,0.496,0.577,0.512,5.5
96,Meyers Leonard,2013,2015,POR,NBA,C,164,16,2408,4.7,9.2,4,7.3,0.7,1.9,1.8,2.1,2.3,6.9,9.2,1.2,0.4,0.9,1.5,5.3,12,0.517,0.547,0.4,0.558,0.831,0.594,5.9
149,Michael Carter-Williams,2014,2016,TOT,NBA,PG,190,170,6212,6,14.7,5.4,12.2,0.6,2.4,3.3,4.8,1.2,4.9,6.2,6.7,1.9,0.7,3.8,3.1,16,0.412,0.443,0.255,0.433,0.69,0.477,3.3
61,Michael Kidd-Gilchrist,2013,2015,TOT,NBA,SF,195,191,5114,4.7,10.2,4.7,10.1,0,0.1,2.8,4.1,2.5,6,8.4,1.7,0.9,1,1.6,3,12.3,0.464,0.468,0.167,0.465,0.689,0.513,9
252,Mickell Gladness,2012,2012,TOT,NBA,#N/A,26,7,252,3.6,8.4,3.6,8.4,0,0,0.9,1.7,2,6.3,8.3,0.7,0.6,2.9,1,4.6,8,0.424,0.424,,0.424,0.5,0.436,0.2
142,Mike Muscala,2014,2016,ATL,NBA,PF,120,8,1282,5.3,10.6,4.7,8.8,0.6,1.8,1.9,2.2,3,5.1,8.1,1.9,0.9,1.6,1.7,4.3,13.1,0.505,0.542,0.328,0.533,0.859,0.57,3.7
91,Mike Scott,2013,2015,ATL,NBA,PF,188,7,2981,6.9,14.8,5.4,10.1,1.5,4.7,2.5,3.2,1.8,5.4,7.2,2,0.7,0.1,1.7,2.9,17.9,0.466,0.532,0.326,0.518,0.781,0.55,6.1
85,Miles Plumlee,2013,2015,TOT,NBA,C,167,107,3213,4.8,9.3,4.8,9.3,0,0,1.1,2,3.6,7.2,10.8,0.9,1,1.8,1.8,3.4,10.7,0.516,0.516,,0.516,0.544,0.525,6.5
212,Miroslav Raduljica,2014,2015,TOT,NBA,#N/A,53,2,488,5.2,9.9,5.2,9.9,0,0,3.5,4.2,4.1,4.2,8.3,1.7,0.6,1,2.2,6.8,13.9,0.53,0.53,,0.53,0.825,0.594,1.1
134,Mirza Teletovic,2013,2015,BRK,NBA,#N/A,165,11,2787,5.3,13.3,2.3,4.9,3,8.4,1.1,1.5,1.6,5.6,7.2,1.6,0.7,0.6,1.6,3.5,14.8,0.401,0.467,0.362,0.515,0.723,0.529,4.1
349,Mustafa Shakur,2011,2014,TOT,NBA,#N/A,25,0,170,4.4,13.1,4.2,10.8,0.2,2.3,1.9,3.6,1.5,3.2,4.7,6.1,1.1,0.6,4.2,3.6,11,0.339,0.392,0.091,0.347,0.529,0.374,-0.5
340,Mychel Thompson,2012,2012,CLE,NBA,#N/A,5,3,95,2.7,9.1,1.1,4.9,1.5,4.2,0,0,0,1.9,1.9,2.7,0.8,0.4,1.9,3,6.8,0.292,0.231,0.364,0.375,,0.375,-0.2
168,Nando De Colo,2013,2014,TOT,NBA,#N/A,119,9,1414,4.3,10,3.1,6.6,1.2,3.4,1.7,2,0.9,4.4,5.4,5.2,1.6,0.3,3,3.4,11.5,0.429,0.463,0.363,0.491,0.835,0.528,2.4
217,Nate Wolters,2014,2015,TOT,NBA,PG,79,31,1556,4.4,10.3,4,8.7,0.4,1.6,1.4,2.2,0.9,3.3,4.2,4.8,1,0.4,1.6,2,10.6,0.426,0.456,0.261,0.446,0.635,0.47,1
347,Nemanja Nedovic,2014,2014,GSW,NBA,#N/A,24,0,142,2,9.9,1.3,5.3,0.8,4.6,1.8,2,0.8,3,3.8,3.3,0,0.3,3.3,3.3,6.6,0.205,0.238,0.167,0.244,0.875,0.306,-0.4
162,Nick Calathes,2014,2015,MEM,NBA,#N/A,129,7,2011,4.4,10,3.9,8.1,0.5,1.9,1.2,2.1,0.8,3.6,4.4,6.3,2.3,0.2,2.9,3.9,10.6,0.441,0.476,0.288,0.468,0.581,0.484,2.6
35,Nikola Pekovic,2011,2013,MIN,NBA,#N/A,174,108,4110,6.8,12.8,6.8,12.8,0,0,4.1,5.5,4.4,5.1,9.5,1,0.8,1,2.4,3.7,17.7,0.533,0.533,,0.533,0.747,0.583,11.8
34,Nikola Vucevic,2012,2014,TOT,NBA,C,185,149,5183,6.6,13,6.5,13,0,0.1,1.5,2.1,3.8,8.6,12.4,1.9,1,1.1,2,3.5,14.6,0.504,0.505,0.273,0.505,0.704,0.524,11.9
357,Nolan Smith,2012,2013,POR,NBA,PG,84,4,829,4.7,12.8,3.9,9.6,0.8,3.2,1.7,2.4,1,2.6,3.6,4.2,1.1,0.2,3.1,3.5,12,0.371,0.407,0.26,0.403,0.714,0.435,-0.8
184,Norris Cole,2012,2014,MIA,NBA,PG,227,12,4864,4.2,10.2,3.3,7.6,0.9,2.6,1.3,1.7,0.4,2.4,2.8,4,1.3,0.1,2.5,3.2,10.5,0.409,0.435,0.333,0.452,0.734,0.478,1.8
257,Ognjen Kuzmic,2014,2015,GSW,NBA,#N/A,37,0,164,2.9,5.5,2.9,5.5,0,0,2,3.3,3.7,4.6,8.3,1.8,1.1,1.1,3.3,6.6,7.7,0.52,0.52,,0.52,0.6,0.554,0.2
296,Oliver Lafayette,2010,2010,BOS,NBA,#N/A,1,0,22,4.9,9.8,3.3,6.5,1.6,3.3,0,0,1.6,4.9,6.5,3.3,0,0,1.6,0,11.5,0.5,0.5,0.5,0.583,,0.583,0
43,Omer Asik,2011,2013,TOT,NBA,#N/A,230,84,4424,4,7.4,4,7.4,0,0,2.3,4.5,4.2,8.9,13.1,1.1,0.8,1.7,2.5,4,10.3,0.537,0.537,0,0.537,0.527,0.55,10.8
88,Omri Casspi,2010,2012,TOT,NBA,SF,213,93,4974,5,11.8,3.4,7.3,1.6,4.5,1.9,2.8,1.5,4.9,6.4,1.7,1,0.4,1.7,2.6,13.5,0.424,0.465,0.356,0.491,0.676,0.517,6.2
204,Orlando Johnson,2013,2016,TOT,NBA,SG,103,1,1112,3.8,10.6,2.3,5.7,1.5,4.9,1.6,2.1,1.1,4.8,5.8,2.2,0.6,0.5,1.6,2.8,10.7,0.358,0.398,0.311,0.43,0.727,0.462,1.4
221,Othyus Jeffers,2010,2014,TOT,NBA,#N/A,37,2,442,3.7,8.1,3.7,7.7,0.1,0.5,3.7,5.6,2.8,5,7.7,1.8,1.7,0,1.7,3.7,11.3,0.46,0.479,0.167,0.465,0.667,0.533,0.8
67,Otto Porter,2014,2016,WAS,NBA,SF,186,86,4027,4.9,10.7,3.7,7.2,1.2,3.5,1.4,1.9,1.7,4.3,6,1.7,1.4,0.6,1.2,2.6,12.5,0.457,0.509,0.349,0.514,0.742,0.538,8.3
62,Pablo Prigioni,2013,2015,TOT,NBA,#N/A,211,48,3743,2.7,6.1,1,1.9,1.7,4.2,0.7,0.8,1,2.7,3.8,6.1,2.1,0,2,3.3,7.7,0.437,0.523,0.398,0.574,0.872,0.595,8.9
304,Pape Sy,2011,2011,ATL,NBA,#N/A,3,0,21,3.4,10.3,3.4,8.6,0,1.7,5.1,5.1,3.4,1.7,5.1,3.4,1.7,0,5.1,1.7,12,0.333,0.4,0,0.333,1,0.478,0
53,Patrick Beverley,2013,2015,HOU,NBA,#N/A,153,110,4191,4.1,10.3,2.1,4.5,2.1,5.8,1.4,1.7,1.6,3.1,4.7,4,1.5,0.6,1.7,3.8,11.8,0.401,0.453,0.361,0.502,0.798,0.53,9.9
313,Patrick Ewing,2011,2011,NOH,NBA,#N/A,7,0,19,0,9.5,0,5.7,0,3.8,5.7,7.6,1.9,1.9,3.8,3.8,0,1.9,1.9,1.9,5.7,0,0,0,0,0.75,0.222,-0.1
193,Patrick Mills,2010,2012,TOT,NBA,PG,90,3,1082,6.9,16,4.5,9.6,2.4,6.4,1.8,2.3,0.8,1.9,2.7,5.1,1.2,0.1,3.1,2.8,18.1,0.432,0.467,0.378,0.507,0.797,0.531,1.6
69,Patrick Patterson,2011,2013,TOT,NBA,PF,187,48,4126,6,12.2,5.6,11,0.4,1.2,1,1.4,2.7,4.5,7.2,1.5,0.7,1,1.2,2.9,13.6,0.495,0.508,0.372,0.513,0.728,0.528,8.1
12,Paul George,2011,2013,IND,NBA,SF,206,164,6195,5.5,12.8,3.8,8,1.7,4.9,2.6,3.2,1.1,5.9,7,3.2,1.8,0.7,2.4,3.2,15.4,0.431,0.476,0.358,0.499,0.797,0.54,17.4
153,Pero Antic,2014,2015,ATL,NBA,#N/A,113,29,1962,4.2,10.8,2.3,4.5,2,6.3,2.5,3.5,2.1,5.2,7.3,2,0.7,0.5,1.9,4.7,13,0.392,0.5,0.314,0.483,0.73,0.526,3
190,Perry Jones,2013,2015,OKC,NBA,SF,143,21,1675,4.2,10,3.4,7.3,0.8,2.6,1.3,2,1,4.4,5.4,1.2,0.8,0.7,1.3,2.9,10.5,0.42,0.466,0.293,0.459,0.66,0.483,1.7
339,Peyton Siva,2014,2014,DET,NBA,SG,24,0,224,2.9,9.2,1.8,5.1,1.1,4,1.8,2.4,0.3,1.9,2.3,5.5,1.4,0.2,2.9,4.3,8.7,0.316,0.344,0.28,0.377,0.733,0.425,-0.2
223,Phil Pressey,2014,2016,TOT,NBA,PG,148,11,2015,3.1,9,2.2,5.6,0.9,3.4,1.3,2.1,0.6,3.2,3.9,7.7,2.1,0.3,2.9,3.2,8.3,0.341,0.392,0.254,0.388,0.63,0.419,0.8
130,Quincy Acy,2013,2015,TOT,NBA,PF,160,22,2476,3.8,8,3.4,6.8,0.3,1.1,2.1,2.7,2.6,6,8.6,1.6,0.9,0.9,1.6,4.7,10,0.475,0.504,0.299,0.496,0.755,0.544,4.3
321,Quincy Miller,2013,2015,TOT,NBA,PF,69,16,934,4.1,11.8,2.9,7.4,1.3,4.4,1.9,2.6,1.6,4.9,6.5,1.4,1.2,1.4,2.1,3.2,11.4,0.35,0.383,0.292,0.404,0.706,0.439,-0.1
97,Quincy Pondexter,2011,2013,TOT,NBA,#N/A,189,15,2979,3.7,8.7,2.5,5.4,1.2,3.3,1.4,2,1.5,2.7,4.2,1.4,1,0.3,1.1,3,10.1,0.43,0.472,0.364,0.5,0.716,0.528,5.9
178,Ray McCallum,2014,2016,TOT,NBA,PG,154,46,2808,4.8,11.7,3.9,9,0.9,2.7,1.3,1.8,1,2.9,3.9,4.7,1,0.3,1.9,2.4,11.8,0.408,0.43,0.335,0.447,0.711,0.47,2.1
195,Reggie Bullock,2014,2016,TOT,NBA,SF,116,2,1162,3.4,9,1.6,3.6,1.8,5.3,0.8,1,0.8,4.5,5.3,1.5,0.9,0.2,0.9,2.3,9.5,0.381,0.436,0.343,0.483,0.818,0.504,1.5
77,Reggie Jackson,2012,2014,OKC,NBA,#N/A,195,36,3771,5.8,13.4,4.6,9.4,1.1,3.9,2.2,2.6,0.7,4.3,5.1,5,1.3,0.2,2.5,2.5,14.9,0.431,0.488,0.292,0.474,0.877,0.514,7.6
103,Reggie Williams,2010,2012,TOT,NBA,#N/A,137,32,3155,5.9,12.7,3.9,7.6,1.9,5,2.1,2.7,1,3.8,4.8,2.8,0.8,0.1,1.4,2.4,15.7,0.463,0.516,0.382,0.539,0.767,0.567,5.7
353,Ricky Ledo,2014,2015,TOT,NBA,SG,28,0,277,4.9,14.7,3.2,10.1,1.7,4.5,2.6,3.4,2.1,2.9,4.9,2.7,0.9,0.1,3.6,3,14.2,0.336,0.321,0.371,0.394,0.769,0.438,-0.6
42,Ricky Rubio,2012,2014,MIN,NBA,#N/A,180,160,5733,3.6,9.9,3,7.9,0.6,2,3.5,4.4,0.8,3.9,4.7,9.2,2.6,0.2,3.3,2.9,11.5,0.368,0.38,0.323,0.401,0.801,0.485,10.9
180,Robbie Hummel,2014,2015,MIN,NBA,SF,98,9,1397,3.8,9,2.5,5.4,1.2,3.6,1,1.2,1.7,5.2,6.9,1.3,0.8,0.3,0.7,3.7,9.8,0.418,0.469,0.343,0.487,0.867,0.514,1.9
92,Robert Covington,2014,2016,TOT,NBA,SF,144,98,3893,5.4,13.7,2.2,5,3.2,8.7,2.9,3.6,1.2,5.6,6.8,1.9,1.9,0.7,2.5,3.9,16.8,0.391,0.438,0.363,0.506,0.807,0.549,6
179,Robert Sacre,2013,2015,LAL,NBA,#N/A,164,34,2425,4.3,9.7,4.3,9.7,0,0,1.9,2.8,2.7,5.1,7.7,1.7,0.8,1.5,1.3,4.3,10.4,0.439,0.44,0,0.439,0.674,0.475,2.1
128,Rodrigue Beaubois,2010,2012,DAL,NBA,PG,137,54,2347,6.7,14.8,5,9.8,1.7,5,1.9,2.3,0.6,3.7,4.3,4.4,1.6,0.7,2.6,4,16.9,0.452,0.512,0.332,0.508,0.815,0.535,4.4
309,Royce White,2014,2014,SAC,NBA,PF,3,0,9,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,,0,,0,0
16,Rudy Gobert,2014,2016,UTA,NBA,C,188,97,4524,3.9,6.8,3.9,6.8,0,0,2.9,4.9,4.2,8.5,12.7,1.6,0.9,2.9,2,3.1,10.7,0.575,0.577,0,0.575,0.585,0.597,16.1
156,Ryan Kelly,2014,2016,LAL,NBA,PF,147,59,3015,3.8,9.9,2.6,6.2,1.2,3.7,2.7,3.4,0.9,4.9,5.8,2.5,0.9,0.9,1.2,3.6,11.4,0.381,0.422,0.313,0.44,0.796,0.501,3
271,Ryan Reid,2012,2012,OKC,NBA,#N/A,5,0,17,8.5,10.6,8.5,10.6,0,0,0,0,2.1,2.1,4.2,0,0,0,2.1,2.1,16.9,0.8,0.8,,0.8,,0.8,0.1
131,Sam Young,2010,2012,TOT,NBA,SF,193,49,3273,5.5,12.3,5.2,10.9,0.4,1.4,2.7,3.5,1.5,3.4,4.9,1.5,1.3,0.5,1.9,2.7,14.1,0.449,0.471,0.268,0.464,0.77,0.509,4.3
229,Samardo Samuels,2011,2013,CLE,NBA,#N/A,109,11,1722,5,11.1,5,11,0,0.1,3.4,5.2,3.1,4.6,7.7,0.9,0.8,0.9,2.4,4.8,13.3,0.445,0.449,0,0.445,0.653,0.497,0.6
320,Scott Machado,2013,2013,HOU,NBA,PG,6,0,21,5.1,10.3,5.1,8.6,0,1.7,3.4,3.4,0,1.7,1.7,10.3,3.4,0,13.7,0,13.7,0.5,0.6,0,0.5,1,0.581,-0.1
316,Scotty Hopson,2014,2014,CLE,NBA,SG,2,0,7,0,20.6,0,10.3,0,10.3,5.1,10.3,0,0,0,5.1,5.1,0,0,0,5.1,0,0,0,0,0.5,0.102,-0.1
185,Semih Erden,2011,2012,TOT,NBA,#N/A,69,17,928,3.9,7.2,3.9,7.2,0,0,2.3,3.9,2.2,5.2,7.4,1.1,1,1.1,1.9,6.4,10.2,0.546,0.546,,0.546,0.594,0.571,1.8
11,Serge Ibaka,2010,2012,OKC,NBA,#N/A,221,110,5331,5.4,10,5.4,9.9,0,0,1.9,2.7,3.7,6.6,10.2,0.4,0.6,3.6,1.5,4.3,12.6,0.54,0.541,0.333,0.541,0.695,0.567,17.5
222,Sergey Karasev,2014,2016,TOT,NBA,#N/A,95,22,1110,3.1,7.9,2.1,4.3,1,3.6,2.1,2.5,1,3.6,4.5,2.8,1,0.1,1.8,3,9.3,0.395,0.489,0.282,0.459,0.842,0.519,0.8
202,Seth Curry,2014,2016,TOT,NBA,PG,48,9,713,5.2,11.6,2.6,5.9,2.6,5.7,2.3,2.7,0.5,2.7,3.2,3.4,1.2,0.2,1.8,2.2,15.2,0.448,0.444,0.451,0.559,0.833,0.595,1.4
116,Shabazz Muhammad,2014,2016,MIN,NBA,SG,157,13,2838,7.2,15.2,6.4,12.5,0.8,2.7,4,5.4,2.4,3.6,6,1.3,0.6,0.2,1.5,2.1,19.3,0.473,0.507,0.313,0.5,0.738,0.546,5
283,Shane Edwards,2014,2014,CLE,NBA,#N/A,2,0,12,3,9,3,9,0,0,0,0,3,3,6,0,0,0,3,3,6,0.333,0.333,,0.333,,0.333,0
157,Shane Larkin,2014,2016,TOT,NBA,PG,202,39,4105,4,9.4,3.3,7.1,0.8,2.3,1.4,1.8,0.6,2.9,3.5,5.6,1.9,0.2,2.4,2.8,10.2,0.43,0.464,0.328,0.471,0.762,0.502,3
146,Shelvin Mack,2012,2014,TOT,NBA,PG,168,14,2685,4.8,11.4,3.5,7.7,1.2,3.7,1.5,2,0.5,3.4,3.9,6.3,1.2,0.1,2.3,2.5,12.3,0.419,0.46,0.335,0.473,0.772,0.502,3.5
332,Sherron Collins,2011,2011,CHA,NBA,PG,20,0,66,3.8,13.6,2.7,8.2,1.1,5.5,0.5,0.5,0,2.7,2.7,4.4,1.1,0,2.2,1.1,9.3,0.28,0.333,0.2,0.32,1,0.334,-0.2
275,Solomon Alabi,2011,2012,TOR,NBA,C,26,0,181,3.2,10.1,3.2,10.1,0,0,1.4,2,4.4,7.8,12.1,1,0.8,2.2,1.6,3.2,7.8,0.314,0.314,,0.314,0.7,0.352,0
93,Solomon Hill,2014,2016,IND,NBA,SF,169,81,3473,3.7,9.1,2.7,6,1,3.2,2.1,2.5,1.2,4.2,5.4,2.6,1.1,0.3,1.7,2.7,10.6,0.409,0.454,0.325,0.465,0.831,0.517,6
26,Stephen Curry,2010,2012,GSW,NBA,PG,180,174,6117,6.9,14.7,4.7,9.7,2.2,5,2.5,2.8,0.7,3.6,4.3,6.1,1.8,0.3,3.1,3.2,18.6,0.473,0.489,0.441,0.547,0.901,0.584,13.5
25,Steven Adams,2014,2016,OKC,NBA,C,231,167,4982,4.1,7.3,4.1,7.3,0,0,2.1,3.9,4,6,10,1.2,0.9,1.7,1.8,4.7,10.4,0.565,0.566,0,0.565,0.551,0.577,13.5
203,Sundiata Gaines,2010,2012,TOT,NBA,#N/A,113,12,1311,5,12.6,3.8,8.6,1.2,4,2.7,4.9,1.3,3.5,4.8,5.7,2.3,0.1,2.6,2.7,13.9,0.397,0.442,0.301,0.445,0.562,0.474,1.4
22,Taj Gibson,2010,2012,CHI,NBA,PF,225,89,5230,5.1,10.6,5.1,10.5,0,0.1,2,3.2,3.6,6,9.6,1.2,0.8,2,1.7,4.2,12.3,0.485,0.487,0.125,0.486,0.648,0.515,14.4
289,Taylor Griffin,2010,2010,PHO,NBA,#N/A,8,0,32,4.5,11.3,4.5,9,0,2.3,2.3,4.5,0,2.3,2.3,1.1,0,2.3,1.1,4.5,11.3,0.4,0.5,0,0.4,0.5,0.425,0
352,Terrel Harris,2012,2013,TOT,NBA,#N/A,42,1,455,2.6,8.7,2,5,0.6,3.7,1.7,2.5,1.7,4.4,6.1,2.8,0.9,0.4,3.3,4,7.5,0.3,0.397,0.17,0.336,0.677,0.384,-0.6
41,Terrence Jones,2013,2015,HOU,NBA,PF,128,95,3243,6.5,12.3,6,10.5,0.5,1.7,2.1,3.4,3,6,9,1.5,0.9,2,1.3,2.6,15.7,0.531,0.568,0.312,0.553,0.614,0.569,11
78,Terrence Ross,2013,2015,TOR,NBA,SG,236,125,5490,5.3,12.9,2.9,6.3,2.4,6.5,1,1.3,0.7,3.4,4.1,1.4,1,0.4,1.3,2.9,14.1,0.415,0.457,0.373,0.509,0.796,0.526,7.5
350,Terrence Williams,2010,2012,TOT,NBA,SG,129,9,2604,5.4,13.3,4.6,11,0.7,2.3,2,2.9,0.9,6.1,6.9,4.5,1,0.2,2.8,2.6,13.5,0.404,0.422,0.315,0.431,0.682,0.461,-0.5
151,Thomas Robinson,2013,2015,TOT,NBA,PF,194,4,2727,5.3,11.5,5.3,11.5,0,0.1,2.2,4.2,4.3,8,12.2,1.5,1.3,0.9,2.7,4.7,12.9,0.463,0.466,0,0.463,0.538,0.484,3.1
20,Tiago Splitter,2011,2013,SAS,NBA,#N/A,200,66,3856,5.9,10.2,5.9,10.2,0,0,3.8,5.7,2.9,6.7,9.5,2.1,1.1,1.2,2,3.6,15.5,0.572,0.574,0,0.572,0.675,0.61,15.1
98,Tim Hardaway,2014,2016,TOT,NBA,SG,202,32,4420,5.6,13.6,3.2,6.6,2.4,7,2.3,2.8,0.3,2.6,3,2,0.7,0.2,1.2,2.5,15.9,0.412,0.476,0.35,0.501,0.826,0.537,5.8
326,Tim Ohlbrecht,2013,2013,HOU,NBA,#N/A,3,0,12,3,9,3,9,0,0,3,3,0,3,3,3,3,0,12,3,9,0.333,0.333,,0.333,1,0.436,-0.1
169,Timofey Mozgov,2011,2013,TOT,NBA,#N/A,130,50,1577,4.7,9.4,4.7,9.3,0,0,2.2,3.1,3.4,5.9,9.3,1.1,0.8,1.9,2.6,5.2,11.6,0.505,0.507,0,0.505,0.711,0.543,2.4
80,Tobias Harris,2012,2014,TOT,NBA,SF,158,79,3628,6.4,13.9,5.7,11.3,0.7,2.6,3.4,4.3,1.9,6.2,8.1,1.7,0.9,0.7,1.7,3.1,16.9,0.461,0.502,0.28,0.487,0.791,0.536,7.4
102,Toney Douglas,2010,2012,NYK,NBA,PG,175,30,3714,5.7,13.9,3.4,7.4,2.3,6.5,1.6,1.9,1.2,2.9,4.1,4.2,1.6,0.1,1.9,3.4,15.3,0.409,0.459,0.353,0.492,0.806,0.516,5.7
258,Tony Mitchell,2014,2014,DET,NBA,PF,21,0,79,2.3,5.5,1.8,5,0.5,0.5,5,8.7,6.8,5,11.8,0.9,2.7,1.4,1.8,4.1,10,0.417,0.364,1,0.458,0.579,0.54,0.2
127,Tony Snell,2014,2016,CHI,NBA,SG,213,67,3944,3.8,9.5,2.1,4.7,1.7,4.8,1,1.2,0.6,3.9,4.6,1.8,0.7,0.4,1.3,2.5,10.2,0.396,0.442,0.351,0.485,0.814,0.507,4.5
351,Tony Wroten,2013,2015,TOT,NBA,PG,137,31,2932,6.8,16.3,5.8,12.1,1,4.2,4.3,6.6,1.3,2.9,4.2,5.1,1.6,0.3,4.2,3.2,18.9,0.416,0.481,0.234,0.447,0.654,0.492,-0.5
338,Tornike Shengelia,2013,2014,TOT,NBA,#N/A,45,0,247,3.4,7.4,3.2,6.3,0.1,1.2,1.7,3.5,1.9,3.8,5.7,2.5,0.9,0.3,3.4,4.2,8.6,0.451,0.512,0.125,0.461,0.5,0.479,-0.2
324,Toure' Murry,2014,2015,TOT,NBA,#N/A,56,0,391,5.3,12.3,4.9,11.2,0.5,1.1,2.3,3.8,1.3,2.9,4.1,4.6,1.8,0.1,3.5,4.4,13.4,0.433,0.434,0.417,0.451,0.61,0.48,-0.1
268,Travis Leslie,2012,2012,LAC,NBA,SG,10,0,45,4,11.2,4,11.2,0,0,3.2,7.2,4.8,2.4,7.2,4,1.6,1.6,1.6,3.2,11.2,0.357,0.357,,0.357,0.444,0.39,0.1
73,Trevor Booker,2011,2013,WAS,NBA,PF,163,60,3211,4.8,9.1,4.8,9,0,0.1,1.8,3,3.5,5.6,9.1,1.3,1.2,1.1,1.4,3.9,11.4,0.526,0.53,0.125,0.526,0.617,0.548,7.9
108,Trey Burke,2014,2016,UTA,NBA,PG,210,111,5916,5.9,15.4,4,9.5,2,6,1.7,2.1,0.5,2.7,3.2,5.3,0.9,0.2,2,2.1,15.5,0.384,0.418,0.329,0.447,0.818,0.474,5.4
287,Trey Gilder,2010,2010,MEM,NBA,#N/A,2,0,5,7.2,7.2,7.2,7.2,0,0,0,0,0,7.2,7.2,0,7.2,0,0,0,14.4,1,1,,1,,1,0
