Rk,Player,From,To,Tm,Lg,POS,G,GS,MP,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,2P%,3P%,eFG%,FT%,TS%,WS
307,Trey Thompkins,2012,2012,LAC,NBA,C,24,0,119,7.3,18.5,6.1,14.5,1.2,3.9,1.5,2.1,1.2,6.1,7.3,0.9,0.9,0.9,1.8,3,17.2,0.393,0.417,0.308,0.426,0.714,0.445,0
33,Tristan Thompson,2012,2014,CLE,NBA,PF,224,189,6582,5.2,10.9,5.2,10.9,0,0,2.8,4.5,4.2,6.3,10.5,1.1,0.7,0.9,1.7,3,13.2,0.473,0.474,0,0.473,0.63,0.51,12.1
196,Troy Daniels,2014,2016,TOT,NBA,#N/A,95,1,948,6.3,14.5,1.9,4.5,4.3,10.1,0.6,0.8,0.6,3,3.6,1.8,0.6,0.2,1.8,3.3,17.5,0.431,0.432,0.43,0.58,0.727,0.586,1.5
13,Ty Lawson,2010,2012,DEN,NBA,PG,206,100,5545,6,12,4.8,9,1.1,2.9,3,3.8,1.1,2.6,3.6,6.4,1.4,0.1,2.4,2.1,16.1,0.499,0.536,0.388,0.547,0.785,0.589,17.3
66,Tyler Hansbrough,2010,2012,IND,NBA,PF,165,30,3488,5.8,13.6,5.8,13.5,0,0.1,5.2,6.6,3.3,4.9,8.2,1,1.1,0.3,1.7,4,16.8,0.425,0.427,0,0.425,0.787,0.508,8.4
315,Tyler Honeycutt,2012,2013,SAC,NBA,SF,24,0,120,3.3,10.5,3,9,0.3,1.5,1.5,2.1,1.8,5.4,7.2,2.7,1.2,1.2,2.1,1.5,8.4,0.314,0.333,0.2,0.329,0.714,0.368,-0.1
40,Tyler Zeller,2013,2015,TOT,NBA,C,229,123,4813,5.5,11,5.5,10.9,0,0,2.7,3.5,3.1,5.8,8.9,1.8,0.5,1.2,1.7,4.4,13.8,0.505,0.506,0,0.505,0.776,0.551,11.1
55,Tyreke Evans,2010,2012,SAC,NBA,SG,192,186,6946,6.9,15.5,6.3,13.5,0.5,2,3.9,5.1,0.9,4,4.9,5.3,1.4,0.4,3,2.5,18.1,0.441,0.469,0.255,0.458,0.762,0.51,9.7
359,Tyshawn Taylor,2013,2014,BRK,NBA,PG,61,3,491,4.6,13.1,4,11.2,0.7,1.8,2.9,4.2,0.4,2.1,2.4,4.2,1.8,0.1,4.1,4,12.8,0.354,0.353,0.36,0.379,0.684,0.428,-0.9
341,Vander Blue,2014,2015,TOT,NBA,SG,5,1,89,4.4,13.8,3.6,9.3,0.8,4.4,1.2,4,0.8,4,4.9,3.6,1.2,0,3.2,2,10.9,0.324,0.391,0.182,0.353,0.3,0.352,-0.3
234,Vernon Macklin,2012,2012,DET,NBA,#N/A,23,0,135,5.1,9.3,5.1,9.3,0,0,2.1,3.7,3.7,5.3,9.1,1.3,1.1,1.1,0.8,2.4,12.3,0.543,0.543,,0.543,0.571,0.559,0.5
237,Viacheslav Kravtsov,2013,2014,TOT,NBA,#N/A,45,0,283,5.2,7.8,5.2,7.8,0,0,1.9,5.7,4.2,3.7,7.9,1.3,0.6,1.3,2.5,5,12.3,0.672,0.672,,0.672,0.333,0.6,0.4
250,Victor Claver,2013,2015,POR,NBA,#N/A,80,16,1072,3.4,8.4,2.2,4.5,1.1,3.9,0.8,1.4,1.4,4.5,6,1.9,1,0.5,1.9,3.5,8.7,0.398,0.489,0.293,0.466,0.585,0.479,0.2
57,Victor Oladipo,2014,2016,ORL,NBA,PG,224,167,7439,6.2,14.5,5,10.8,1.2,3.7,3.5,4.3,0.7,4,4.7,4.4,1.8,0.5,3,2.8,17.2,0.431,0.462,0.339,0.474,0.808,0.525,9.7
244,Vitor Faverani,2014,2014,BOS,NBA,#N/A,37,8,488,4.7,10.8,3.8,7.9,0.9,3,1.8,2.7,3.1,6.3,9.4,1.2,1,2,3,5.5,12.1,0.435,0.486,0.3,0.476,0.649,0.502,0.3
348,Walker Russell,2012,2012,DET,NBA,#N/A,28,0,357,3.3,9.6,2.9,8.3,0.4,1.3,1.4,2.2,0.7,1.9,2.6,5.8,1.8,0.1,3.3,2.9,8.5,0.347,0.354,0.308,0.368,0.636,0.401,-0.4
197,Wayne Ellington,2010,2012,MIN,NBA,SG,189,13,3538,4.8,11.7,3.3,7.7,1.5,4,1.4,1.7,0.7,3,3.7,1.8,0.8,0.2,1.6,2.2,12.5,0.412,0.43,0.376,0.476,0.828,0.503,1.5
182,Wesley Johnson,2011,2013,TOT,NBA,SF,194,148,4491,4.7,11.8,3.1,6.9,1.7,4.9,0.9,1.3,0.8,3.6,4.3,1.9,0.9,1,1.6,2.7,12,0.4,0.445,0.336,0.47,0.714,0.485,1.9
15,Wesley Matthews,2010,2012,TOT,NBA,#N/A,230,170,7011,5.3,11.8,3.5,7.3,1.8,4.5,2.9,3.5,0.8,2.7,3.5,2.1,1.3,0.2,1.6,2.5,15.3,0.445,0.477,0.393,0.52,0.844,0.57,16.6
201,Will Barton,2013,2015,TOT,NBA,SG,172,5,2264,5.3,13,4.6,10.1,0.7,2.9,2.4,3,1.2,4.8,6.1,2.7,1.4,0.6,2.2,2.5,13.6,0.407,0.458,0.23,0.433,0.785,0.476,1.4
261,Willie Warren,2011,2011,LAC,NBA,PG,19,0,134,3.5,9.4,2.1,5.4,1.3,4,1.6,2.1,0.3,3,3.2,7.3,1.6,0,2.1,4.3,9.9,0.371,0.4,0.333,0.443,0.75,0.48,0.2
232,Xavier Henry,2011,2013,TOT,NBA,SG,133,18,1911,4.2,10.3,3.9,9.5,0.2,0.8,2.7,4.3,1,3.4,4.4,1.2,1,0.3,1.5,3.4,11.3,0.403,0.413,0.289,0.414,0.624,0.46,0.5
327,Xavier Silas,2012,2012,PHI,NBA,#N/A,2,0,39,3.7,13.8,2.8,8.3,0.9,5.5,1.8,2.8,1.8,1.8,3.7,2.8,0,0,2.8,4.6,10.2,0.267,0.333,0.167,0.3,0.667,0.337,-0.1
312,Zabian Dowdell,2011,2011,PHO,NBA,#N/A,24,0,292,6.3,15.4,5.9,14.2,0.4,1.2,2,2.1,0.6,1.8,2.5,6.3,2.5,0.2,3.6,3.7,14.9,0.408,0.417,0.3,0.42,0.941,0.457,-0.1
